media_source_key,legacy_path,previous_owner_pages,new_owner,role,sha256,decision_id,final_action,notes
asset:images/seriex130.jpg,images/seriex130.jpg,bft-resp.php|bft.php|blue-giant.php|operadores-puertas-seccionales-cortinas.php|serie-x130-motor-para-cortina-oculto.php,sql:productos:45,featured_image,dcc883fab4198a7a025bd01ea199ba10b5f8440e172b2d8789a52b679edcbc44,Q02,MIGRATE,"Q02: parte de la union de medios de serie-x130-motor-para-cortina-oculto.php (ganador sql:productos:45); ver 01-q02-duplicate-resolution.md."
asset:images/phobos-piston.jpg,images/phobos-piston.jpg,bft-resp.php|bft.php|blue-giant.php|operadores-para-puerta-abatible.php|phobos-n-piston-electromecanico.php,sql:productos:46,gallery,ca7a7e621ac7c9db2912bffeb82b6bdb650a3bbffbd4b6bd1df46ce527b22632,Q02,MIGRATE,"Q02: parte de la union de medios de phobos-n-piston-electromecanico.php (ganador sql:productos:46); ver 01-q02-duplicate-resolution.md."
asset:images/lux2b.jpg,images/lux2b.jpg,bft-resp.php|bft.php|blue-giant.php|lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php|operadores-para-puerta-abatible.php|operadores-puerta-abatible-industrial.php,,,4a23b949e7e88584f680f1e22cff8e20629c517f16be52fbdc27ce917c350023,,REVIEW,"Uso documental no equivale a aprobación de propósito/identidad de medios."
asset:images/Icaro.png,images/Icaro.png,bft-resp.php|bft.php|blue-giant.php|estacionamientos.php|fraccionamientos-y-condominios.php|icaro-smart.php|operadores-para-puerta-corrediza-industrial.php,,,0d9d5e569e4bb5f80edff0b782e60dec9e4f78cac0963cd25d86dc6fcdf4db14,,REVIEW,"Uso documental no equivale a aprobación de propósito/identidad de medios."
asset:images/p457.jpg,images/p457.jpg,bft-resp.php|bft.php|blue-giant.php|operadores-para-puerta-abatible.php|operadores-puerta-abatible-industrial.php|p45-7-piston-hidraulico-para-puerta-abatible.php,,,3fd525c165e7156070b93278f2fb0a2a50fa192365530cdc7c904cef3b17a641,,REVIEW,"Uso documental no equivale a aprobación de propósito/identidad de medios."
asset:images/bix.jpg,images/bix.jpg,bix-al-antena-externa-433-mhz.php,static:bix-al-antena-externa-433-mhz.php,featured_image,1d8903f7dbb9e82330a7ea586d97a75a93c5fd2add8dc077ebb0f59568ed2a1e,Q04,MIGRATE,"Q04: parte de la ficha estatica static:bix-al-antena-externa-433-mhz.php."
asset:images/blindadas.jpg,images/blindadas.jpg,blindadas.php|centros-comerciales.php|doorlock.php|puerta-contra-incendio.php|puertas-blindadas.php,,,0199d85a0628fcfe8be52eb76468a541ed5af57bb1711e1119b61b32d3426e0d,,REVIEW,"Uso documental no equivale a aprobación de propósito/identidad de medios."
asset:images/Stationary_Dock_Shelter_300px-1.jpg,images/Stationary_Dock_Shelter_300px-1.jpg,blue-giant.php,,,27c04ba766d8e626103eba8a20ae35887dc8326485315f26f2e371bee12fa7a3,,REVIEW,"Uso documental no equivale a aprobación de propósito/identidad de medios."
asset:images/retenedor.jpg,images/retenedor.jpg,blue-giant.php|equipos-y-accesorios-para-anden-de-carga.php|retenedor-de-vehiculos.php|retenedores-de-vehiculos.php,sql:productos:22,featured_image,d12a22736b30faa534cd0f9d8914ac8851486ff97d6ce705ff88f5f566a0ff45,Q02,MIGRATE,"Q02: parte de la union de medios de retenedor-de-vehiculos.php (ganador sql:productos:22); ver 01-q02-duplicate-resolution.md."
asset:images/M_DockLeveler_300px.png,images/M_DockLeveler_300px.png,blue-giant.php|rampa-niveladora.php,,,c8c8e17fb4fe0088e4d86b4e360634d4114ef1ce0209197e45651e2752da944e,,REVIEW,"Uso documental no equivale a aprobación de propósito/identidad de medios."
asset:images/rolling-service-door-600.jpg,images/rolling-service-door-600.jpg,centros-comerciales.php|cortinas-enrollables-industriales.php|overhead-door.php,,,251d04717bc5499f1707bc080bf7a1d1960a3d8000c12f9bd6e27e3923a7b594,,REVIEW,"Uso documental no equivale a aprobación de propósito/identidad de medios."
asset:images/cortina-685.jpg,images/cortina-685.jpg,centros-comerciales.php|cortinas-enrollables-industriales.php|cortinas-ventiladas-685.php,,,4879be3ae5409e6cefd67c6064ad754570c808c282a5badc722f0c00e2f6b71d,,REVIEW,"Uso documental no equivale a aprobación de propósito/identidad de medios."
asset:images/Puerta-contra-incendio.jpg,images/Puerta-contra-incendio.jpg,centros-comerciales.php|contra-incendio.php|doorlock.php|puerta-contra-incendio.php|puertas-contra-incendio.php|puertas-salida-emergencia.php,,,86530d4ac92df562c6de29b9cc22b42192a67ecb3e1e2b1f478af1806600453d,,REVIEW,"Uso documental no equivale a aprobación de propósito/identidad de medios."
asset:images/estandar.jpg,images/estandar.jpg,centros-comerciales.php|puertas-salida-emergencia.php,,,d378e4af1d887e4f90b501fe575e2e9d6085a7c767a8e8ce6113c7bfb9a60651,,REVIEW,"Uso documental no equivale a aprobación de propósito/identidad de medios."
asset:images/Puerta_Standar_Reforzada.png,images/Puerta_Standar_Reforzada.png,centros-comerciales.php|doorlock.php|puerta-estandar-reforzada.php|puertas-peatonales-estandar-y-reforzada.php|puertas-salida-emergencia.php,,,f4eb1ee1751e83d4ff390ffc61d3f20b0beccecd154b161ce73c98965d2d5ecc,,REVIEW,"Uso documental no equivale a aprobación de propósito/identidad de medios."
asset:images/puerta-holandesa.jpg,images/puerta-holandesa.jpg,centros-comerciales.php|doorlock.php|puerta-holandesa.php|puertas-peatonales-tipo-holandesa.php|puertas-salida-emergencia.php|puertas-y-fijos-louver.php,,,0f140512ff050cae8344d3c8916f7959220e55dfebebcb7e9f4f7e1a462ec698,,REVIEW,"Uso documental no equivale a aprobación de propósito/identidad de medios."
asset:images/puerta-metalica-louver.png,images/puerta-metalica-louver.png,centros-comerciales.php|doorlock.php|puertas-salida-emergencia.php|puertas-y-fijos-louver.php,,,5d2f4b493c2b08a9f6c500ae2c0242023d06f5295fcd56fd52e8974a46dfc9dc,,REVIEW,"Uso documental no equivale a aprobación de propósito/identidad de medios."
asset:images/cortina.jpg,images/cortina.jpg,centros-comerciales.php|cortina-plana.php|cortinas-enrollables-industriales.php|industrial.php|puertas-residenciales.php,,,6425586a90c49adf93ea64128d234cfc567062d6cbbd3ca325692474f902d188,,REVIEW,"Uso documental no equivale a aprobación de propósito/identidad de medios."
asset:images/cortina_europea.png,images/cortina_europea.png,centros-comerciales.php|cortina-europea.php|cortinas-enrollables-industriales.php|dockman.php,,,800c298a6f41f60f0ec028f70f8bc064d4bb2b000c1ff427a9be353954c4a27a,,REVIEW,"Uso documental no equivale a aprobación de propósito/identidad de medios."
asset:images/317.jpg,images/317.jpg,clopay.php,,,cfb9597a8e137f3a2eccaa7154d22f3a1367194af228e25eca5b6479035d6474,,REVIEW,"Uso documental no equivale a aprobación de propósito/identidad de medios."
asset:images/industrial-series-520-deep-ribbed-24x12-window-white-garage-door.jpg,images/industrial-series-520-deep-ribbed-24x12-window-white-garage-door.jpg,clopay.php,,,0140b263bc612390ea1c7ca673ffcf6f5ab27921b353d080ae6a82a7f66539cd,,REVIEW,"Uso documental no equivale a aprobación de propósito/identidad de medios."
asset:images/energy-series-intellicore-824x610-1.jpg,images/energy-series-intellicore-824x610-1.jpg,clopay.php,,,4ff8f9c14a1788f07f3c90d21e431c90ea7ec5f8192ca26f1b2b9a96e8f650d4,,REVIEW,"Uso documental no equivale a aprobación de propósito/identidad de medios."
asset:images/foto_puertas_lisa-1.png,images/foto_puertas_lisa-1.png,clopay.php|overhead-door.php|wayne-dalton.php,,,d845644629cb7137ef6febf445c446575f70e9aeb24c8c85f1243e0baf6501c9,,REVIEW,"Uso documental no equivale a aprobación de propósito/identidad de medios."
asset:fichas/RSIDENCIAL-SERIE-PREMIUM.pdf,fichas/RSIDENCIAL-SERIE-PREMIUM.pdf,coleccion-classic.php,sql:productos:9,datasheet,c2066b742b75d66a2d4de6ab38f837e0e15936d1ca4348db3f71df6c41257cfb,Q02,MIGRATE,"Q02: parte de la union de medios de coleccion-classic.php (ganador sql:productos:9); ver 01-q02-duplicate-resolution.md."
asset:images/Cuadros_cortos_y_largos.png,images/Cuadros_cortos_y_largos.png,coleccion-classic.php,sql:productos:9,featured_image,42424441c5d5c6c196ac09f4785955384400fb6416f6884993d10c3ae901c004,Q02,MIGRATE,"Q02: parte de la union de medios de coleccion-classic.php (ganador sql:productos:9); ver 01-q02-duplicate-resolution.md."
asset:images/detalle_de_cuadros.png,images/detalle_de_cuadros.png,coleccion-classic.php,sql:productos:9,gallery,4fb1772d51a8247fef0b0fa5da54deaed1291a113044a7b1e29032b117574816,Q02,MIGRATE,"Q02: parte de la union de medios de coleccion-classic.php (ganador sql:productos:9); ver 01-q02-duplicate-resolution.md."
asset:images/construccion.png,images/construccion.png,coleccion-classic.php,sql:productos:9,gallery,f45b6dec4ecc808faa9c63049ed8510c53e7bc7158a0a504cd02c86604008572,Q02,MIGRATE,"Q02: parte de la union de medios de coleccion-classic.php (ganador sql:productos:9); ver 01-q02-duplicate-resolution.md."
asset:images/fotos_a_cuadros.png,images/fotos_a_cuadros.png,coleccion-classic.php,sql:productos:9,gallery,5855892f99616e58e799464823e0c17b501a7b05c35f85771e23bc017aac1fc7,Q02,MIGRATE,"Q02: parte de la union de medios de coleccion-classic.php (ganador sql:productos:9); ver 01-q02-duplicate-resolution.md."
asset:fichas/lisos.pdf,fichas/lisos.pdf,coleccion-modern-steel.php,,,9f243ab6101cecf78a08deb6c11900c1a017d409e6baa53c958cd13dc2f532e0,,REVIEW,"Uso documental no equivale a aprobación de propósito/identidad de medios."
asset:images/liso_rayas.png,images/liso_rayas.png,coleccion-modern-steel.php,,,c4f71f365cefbdacc0f7682fe09ef6c9e271bd4f6bdca40268c451e7b6b18122,,REVIEW,"Uso documental no equivale a aprobación de propósito/identidad de medios."
asset:images/modern-steel-1.png,images/modern-steel-1.png,coleccion-modern-steel.php,,,6efcca3378e75860caaf2952404e53bea608eba11a29fbb8bd31de158ed5130d,,REVIEW,"Uso documental no equivale a aprobación de propósito/identidad de medios."
asset:images/modern-steel-2.png,images/modern-steel-2.png,coleccion-modern-steel.php,,,7f72e704aa8a09e069e12e1165042becd9b47f3fa8408161f4bc98e4313bd8f7,,REVIEW,"Uso documental no equivale a aprobación de propósito/identidad de medios."
asset:images/com.jpg,images/com.jpg,com-programadores-digitales-y-rotativos.php,static:com-programadores-digitales-y-rotativos.php,featured_image,f761f3b590d34c334b99a191f8a20aa737f5daef3601a218af58ad40d6c4e0a9,Q04,MIGRATE,"Q04: parte de la ficha estatica static:com-programadores-digitales-y-rotativos.php."
asset:images/qik.jpg,images/qik.jpg,comercial.php|qik-barreras-automaticas-de-hasta-58-m.php,static:qik-barreras-automaticas-de-hasta-58-m.php,featured_image,28e4334631dce49d435714ae24d03684a2f9b205f361818c59211a3de24deb89,Q04,MIGRATE,"Q04: parte de la ficha estatica static:qik-barreras-automaticas-de-hasta-58-m.php."
asset:images/upper.jpg,images/upper.jpg,comercial.php|upper-up8e-barreras-automaticas-de-hasta-8-m.php,static:upper-up8e-barreras-automaticas-de-hasta-8-m.php,featured_image,6dd17d39f01303d60d7a7fe041d16584605151bd3c85e9113c492c736bc27936,Q04,MIGRATE,"Q04: parte de la ficha estatica static:upper-up8e-barreras-automaticas-de-hasta-8-m.php."
asset:images/star100.jpg,images/star100.jpg,comercial.php|star1000-receptor-comercial.php,static:star1000-receptor-comercial.php,featured_image,f7c39471f5716bf9257f321e174de72bae3ca41660ae72811da95d599995b443,Q04,MIGRATE,"Q04: parte de la ficha estatica static:star1000-receptor-comercial.php."
asset:images/contact-03.jpg,images/contact-03.jpg,contacto.php,,standalone_attachment,05269a4403ac1ae68888f096f6501fef6072d9bc8b8c6348e6fb8a70f754d836,,MIGRATE,"R-M04: referencia pública literal (media-usage-evidence.csv PUBLIC_SOURCE) desde una página aprobada por R-G02-LOW."
asset:images/contact.jpg,images/contact.jpg,contacto.php,,standalone_attachment,bd569132c7c7f7887e32dd58e26a047dead91941a4e85772a36e0414e9486bf8,,MIGRATE,"R-M04: referencia pública literal (media-usage-evidence.csv PUBLIC_SOURCE) desde una página aprobada por R-G02-LOW."
asset:images/contact-04.jpg,images/contact-04.jpg,contacto.php,,standalone_attachment,fcfdc63baba3ce3c2afc7ef1b85b504ca4333ade6a680af3acf8f56f6b6e62ed,,MIGRATE,"R-M04: referencia pública literal (media-usage-evidence.csv PUBLIC_SOURCE) desde una página aprobada por R-G02-LOW."
asset:images/puertaboom.jpg,images/puertaboom.jpg,contra-exposion.php|doorlock.php|puerta-contra-explosion.php|puerta-contra-incendio.php,sql:productos:26,gallery,a8f42eccb24686ed83b3c05800b19a0c33cbf08e106597011e22cc22b0b8f831,Q02,MIGRATE,"Q02: parte de la union de medios de puerta-contra-explosion.php (ganador sql:productos:26); ver 01-q02-duplicate-resolution.md."
asset:fichas/security-grilles-670-671-brochure.pdf,fichas/security-grilles-670-671-brochure.pdf,cortina-de-seguridad-670.php,sql:productos:97,datasheet,35ba5a171ddc615b665e1bc0e9b1eb238f8dc798a8d56ef804c29c8273171d64,Q01,MIGRATE,"Q01: parte de la union de medios de cortina-de-seguridad-670.php (propietario sql:productos:97); ver 07-q01-content-ownership.md."
asset:images/cortina-670.jpg,images/cortina-670.jpg,cortina-de-seguridad-670.php|cortinas-enrollables-industriales.php,sql:productos:97,featured_image,42aea6f642e345465fe276fb67ffa4fb3c721e5e0e133fbe279b6b9f0ca5b64b,Q01,MIGRATE,"Q01: parte de la union de medios de cortina-de-seguridad-670.php (propietario sql:productos:97); ver 07-q01-content-ownership.md."
asset:images/cortina-670t.png,images/cortina-670t.png,cortina-de-seguridad-670.php,sql:productos:97,gallery,dd9e6b2e268ac9c41e218e30a6e64253ad19695d294c6e536290383196c62603,Q01,MIGRATE,"Q01: parte de la union de medios de cortina-de-seguridad-670.php (propietario sql:productos:97); ver 07-q01-content-ownership.md."
asset:fichas/security-grilles-670-671-brochure1.pdf,fichas/security-grilles-670-671-brochure1.pdf,cortina-de-seguridad-671.php,sql:productos:98,datasheet,35ba5a171ddc615b665e1bc0e9b1eb238f8dc798a8d56ef804c29c8273171d64,Q01,MIGRATE,"Q01: parte de la union de medios de cortina-de-seguridad-671.php (propietario sql:productos:98); ver 07-q01-content-ownership.md."
asset:images/cortina-671.jpg,images/cortina-671.jpg,cortina-de-seguridad-671.php|cortinas-enrollables-industriales.php,sql:productos:98,featured_image,12af3a14a4078ab10daf9cca236e715ba768271eeb8b7fa77450f8910744fb3b,Q01,MIGRATE,"Q01: parte de la union de medios de cortina-de-seguridad-671.php (propietario sql:productos:98); ver 07-q01-content-ownership.md."
asset:images/cortina-671t.png,images/cortina-671t.png,cortina-de-seguridad-671.php,sql:productos:98,gallery,eb13b9954e8c2966940d3c50d37eb556acf5b835d8d8f24dbd961cd64a44be1a,Q01,MIGRATE,"Q01: parte de la union de medios de cortina-de-seguridad-671.php (propietario sql:productos:98); ver 07-q01-content-ownership.md."
asset:fichas/commercial-aluminum-door-systems-brochure.pdf,fichas/commercial-aluminum-door-systems-brochure.pdf,cortina-en-aluminio-serie-511-521.php,,,8dc41cef299a6fff42f35586d57cadf6d24bacbe36c327467c91a69dc4c6a8b3,,REVIEW,"Uso documental no equivale a aprobación de propósito/identidad de medios."
