entity_key,source_type,legacy_id,legacy_file,legacy_url,action,planned_result,wordpress_id,confidence,notes,media_validation
asset:fichas/moovi50rm.pdf,media,,fichas/moovi50rm.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",REVIEW_TYPE_LIMIT_OR_HASH
asset:fichas/operador-cortina.pdf,media,,fichas/operador-cortina.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:fichas/Operador-RHX-Folleto-comercial-para-cortina.pdf,media,,fichas/Operador-RHX-Folleto-comercial-para-cortina.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:fichas/pistones-electromecanicos-phobos.pdf,media,,fichas/pistones-electromecanicos-phobos.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:fichas/pistones-hidraulicos-lux.pdf,media,,fichas/pistones-hidraulicos-lux.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:fichas/pistones-hidraulicos-p457.pdf,media,,fichas/pistones-hidraulicos-p457.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:fichas/Predadoor_NXT_LIT020720_ES.pdf,media,,fichas/Predadoor_NXT_LIT020720_ES.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:fichas/puerta-420.pdf,media,,fichas/puerta-420.pdf,,MIGRATE,UNCHANGED,123,CONFIRMED,"Ensayo técnico privado autorizado en Prompt 6; no aprobación del catálogo productivo. Uso explícito en ficha o directorio; bytes y tipo se validan. Para ensayo, dos rutas con mismos bytes y asociación al producto64 comparten adjunto; preservar ambas referencias, sin borrar/rerutear origen.",
asset:fichas/puerta-424.pdf,media,,fichas/puerta-424.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",REVIEW_TYPE_LIMIT_OR_HASH
asset:fichas/puerta-430.pdf,media,,fichas/puerta-430.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",REVIEW_TYPE_LIMIT_OR_HASH
asset:fichas/puerta-521.pdf,media,,fichas/puerta-521.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",REVIEW_TYPE_LIMIT_OR_HASH
asset:fichas/Puerta-Blindada1.pdf,media,,fichas/Puerta-Blindada1.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:fichas/Puerta-Estandar-Reforzada-Door-Lock.pdf,media,,fichas/Puerta-Estandar-Reforzada-Door-Lock.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:fichas/Puerta-Holandesa-Door-Lock.pdf,media,,fichas/Puerta-Holandesa-Door-Lock.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:fichas/Puerta-incendio-Door-Loock.pdf,media,,fichas/Puerta-incendio-Door-Loock.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:fichas/Puerta-Rayos-X-fabricación.pdf,media,,fichas/Puerta-Rayos-X-fabricación.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:fichas/puerta-seccional-418.pdf,media,,fichas/puerta-seccional-418.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",REVIEW_TYPE_LIMIT_OR_HASH
asset:fichas/puerta-seccional-422.pdf,media,,fichas/puerta-seccional-422.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",REVIEW_TYPE_LIMIT_OR_HASH
asset:fichas/puerta-seccional-426.pdf,media,,fichas/puerta-seccional-426.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",REVIEW_TYPE_LIMIT_OR_HASH
asset:fichas/puerta-seccional-432.pdf,media,,fichas/puerta-seccional-432.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",REVIEW_TYPE_LIMIT_OR_HASH
asset:fichas/Puerta-Standar-Folleto.pdf,media,,fichas/Puerta-Standar-Folleto.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:fichas/Puerta-Standar-Reforzada-folleto.pdf,media,,fichas/Puerta-Standar-Reforzada-folleto.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:fichas/puerta-thermacore-593.pdf,media,,fichas/puerta-thermacore-593.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",REVIEW_TYPE_LIMIT_OR_HASH
asset:fichas/puerta-thermacore-594.pdf,media,,fichas/puerta-thermacore-594.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",REVIEW_TYPE_LIMIT_OR_HASH
asset:fichas/puerta-thermacore-595.pdf,media,,fichas/puerta-thermacore-595.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",REVIEW_TYPE_LIMIT_OR_HASH
asset:fichas/Puertas-contra-incendio.pdf,media,,fichas/Puertas-contra-incendio.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:fichas/PUERTAS-INDUSTRIALES-DOCKMAN-1.pdf,media,,fichas/PUERTAS-INDUSTRIALES-DOCKMAN-1.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:fichas/Puertas-Rayosx-folleto.pdf,media,,fichas/Puertas-Rayosx-folleto.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:fichas/Puerta_Estandar_Door-Lock.pdf,media,,fichas/Puerta_Estandar_Door-Lock.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:fichas/Rampas-Hidraulicas.pdf,media,,fichas/Rampas-Hidraulicas.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:fichas/Rampas-mecánicas.pdf,media,,fichas/Rampas-mecánicas.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:fichas/Retenedor-de-vehiculos-automatico.pdf,media,,fichas/Retenedor-de-vehiculos-automatico.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:fichas/rhx-commercial-operator-brochure.pdf,media,,fichas/rhx-commercial-operator-brochure.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",REVIEW_TYPE_LIMIT_OR_HASH
asset:fichas/rmx-commercial-operator-brochure.pdf,media,,fichas/rmx-commercial-operator-brochure.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:fichas/rolling-service-doors-600-brochure.pdf,media,,fichas/rolling-service-doors-600-brochure.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:fichas/rolling-service-doors-625-brochure.pdf,media,,fichas/rolling-service-doors-625-brochure.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:fichas/rolling-sheet-doors-790-780-770-brochure.pdf,media,,fichas/rolling-sheet-doors-790-780-770-brochure.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:fichas/rolling-steel-doors-610-620-brochure.pdf,media,,fichas/rolling-steel-doors-610-620-brochure.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",REVIEW_TYPE_LIMIT_OR_HASH
asset:fichas/Rollizip-Technical-Specifications-15.pdf,media,,fichas/Rollizip-Technical-Specifications-15.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:fichas/RSIDENCIAL-SERIE-PREMIUM.pdf,media,,fichas/RSIDENCIAL-SERIE-PREMIUM.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:fichas/sectional-steel-door-2415-brochure.pdf,media,,fichas/sectional-steel-door-2415-brochure.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:fichas/sectional-steel-door-model-150-brochure.pdf,media,,fichas/sectional-steel-door-model-150-brochure.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:fichas/sectional-thermacore-doors-592-599-brochure.pdf,media,,fichas/sectional-thermacore-doors-592-599-brochure.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:fichas/security-grilles-670-671-brochure.pdf,media,,fichas/security-grilles-670-671-brochure.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:fichas/security-grilles-670-671-brochure1.pdf,media,,fichas/security-grilles-670-671-brochure1.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:fichas/security-grilles-681-685-brochure.pdf,media,,fichas/security-grilles-681-685-brochure.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:fichas/Sellos-de-anden-BrochureW.pdf,media,,fichas/Sellos-de-anden-BrochureW.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:fichas/SELLOSSOLMMER.pdf,media,,fichas/SELLOSSOLMMER.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:fichas/SERIE-X130.pdf,media,,fichas/SERIE-X130.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:fichas/SPA_U-Series_Mechanical_Dock_Leveler.pdf,media,,fichas/SPA_U-Series_Mechanical_Dock_Leveler.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:fichas/StrongArm_HVR303_Brochure_Spanish.pdf,media,,fichas/StrongArm_HVR303_Brochure_Spanish.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",REVIEW_TYPE_LIMIT_OR_HASH
asset:fichas/Ventana-blindad-y-pasa-documentos.pdf,media,,fichas/Ventana-blindad-y-pasa-documentos.pdf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:fonts/bootstrap-icons.woff,media,,fonts/bootstrap-icons.woff,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",REVIEW_TYPE_LIMIT_OR_HASH
asset:fonts/bootstrap-icons.woff2,media,,fonts/bootstrap-icons.woff2,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",REVIEW_TYPE_LIMIT_OR_HASH
asset:fonts/fa-brands-400.ttf,media,,fonts/fa-brands-400.ttf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",REVIEW_TYPE_LIMIT_OR_HASH
asset:fonts/fa-brands-400.woff2,media,,fonts/fa-brands-400.woff2,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",REVIEW_TYPE_LIMIT_OR_HASH
asset:fonts/fa-regular-400.ttf,media,,fonts/fa-regular-400.ttf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",REVIEW_TYPE_LIMIT_OR_HASH
asset:fonts/fa-regular-400.woff2,media,,fonts/fa-regular-400.woff2,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",REVIEW_TYPE_LIMIT_OR_HASH
asset:fonts/fa-solid-900.ttf,media,,fonts/fa-solid-900.ttf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",REVIEW_TYPE_LIMIT_OR_HASH
asset:fonts/fa-solid-900.woff2,media,,fonts/fa-solid-900.woff2,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",REVIEW_TYPE_LIMIT_OR_HASH
asset:fonts/fa-v4compatibility.ttf,media,,fonts/fa-v4compatibility.ttf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",REVIEW_TYPE_LIMIT_OR_HASH
asset:fonts/fa-v4compatibility.woff2,media,,fonts/fa-v4compatibility.woff2,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",REVIEW_TYPE_LIMIT_OR_HASH
asset:fonts/feather.eot,media,,fonts/feather.eot,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",REVIEW_TYPE_LIMIT_OR_HASH
asset:fonts/feather.svg,media,,fonts/feather.svg,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",REVIEW_TYPE_LIMIT_OR_HASH
asset:fonts/feather.ttf,media,,fonts/feather.ttf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",REVIEW_TYPE_LIMIT_OR_HASH
asset:fonts/feather.woff,media,,fonts/feather.woff,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",REVIEW_TYPE_LIMIT_OR_HASH
asset:fonts/icomoon.eot,media,,fonts/icomoon.eot,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",REVIEW_TYPE_LIMIT_OR_HASH
asset:fonts/icomoon.svg,media,,fonts/icomoon.svg,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",REVIEW_TYPE_LIMIT_OR_HASH
asset:fonts/icomoon.ttf,media,,fonts/icomoon.ttf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",REVIEW_TYPE_LIMIT_OR_HASH
asset:fonts/icomoon.woff,media,,fonts/icomoon.woff,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",REVIEW_TYPE_LIMIT_OR_HASH
asset:fonts/themify.eot,media,,fonts/themify.eot,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",REVIEW_TYPE_LIMIT_OR_HASH
asset:fonts/themify.svg,media,,fonts/themify.svg,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",REVIEW_TYPE_LIMIT_OR_HASH
asset:fonts/themify.ttf,media,,fonts/themify.ttf,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",REVIEW_TYPE_LIMIT_OR_HASH
asset:fonts/themify.woff,media,,fonts/themify.woff,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",REVIEW_TYPE_LIMIT_OR_HASH
asset:images/2012-10-11_1235.png,media,,images/2012-10-11_1235.png,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:images/2018-04-04_1153-300x234.png,media,,images/2018-04-04_1153-300x234.png,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:images/2025-08-21_11h53_44.png,media,,images/2025-08-21_11h53_44.png,,MIGRATE,UNCHANGED,124,CONFIRMED,"Ensayo técnico privado autorizado en Prompt 6; no aprobación del catálogo productivo. Uso explícito en ficha o directorio; bytes y tipo se validan.",
asset:images/2025-08-21_12h27_43.png,media,,images/2025-08-21_12h27_43.png,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:images/2025-08-21_16h18_34.png,media,,images/2025-08-21_16h18_34.png,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:images/317.jpg,media,,images/317.jpg,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:images/a416.png,media,,images/a416.png,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",REVIEW_TYPE_LIMIT_OR_HASH
asset:images/abatible.jpg,media,,images/abatible.jpg,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:images/abrigo.jpg,media,,images/abrigo.jpg,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:images/acanalada.jpg,media,,images/acanalada.jpg,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
asset:images/acanalado.jpg,media,,images/acanalado.jpg,,REVIEW,REVIEW,0,CONFIRMED,"Uso documental no equivale a aprobación de propósito/identidad de medios.",VALID_BYTES_REQUIRES_APPROVAL
