entity_key,legacy_file,media_validation,notes
asset:fonts/icomoon.svg,fonts/icomoon.svg,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:fonts/icomoon.ttf,fonts/icomoon.ttf,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:fonts/icomoon.woff,fonts/icomoon.woff,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:fonts/themify.eot,fonts/themify.eot,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:fonts/themify.svg,fonts/themify.svg,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:fonts/themify.ttf,fonts/themify.ttf,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:fonts/themify.woff,fonts/themify.woff,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:images/a416.png,images/a416.png,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:images/demo-marketing-footer-dot.svg,images/demo-marketing-footer-dot.svg,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:images/dock.png,images/dock.png,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:images/dockmanint.png,images/dockmanint.png,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:images/logo-walmart.svg,images/logo-walmart.svg,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:images/puerta-521t.jpg,images/puerta-521t.jpg,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/calendar/skins/aqua/active-bg.gif,system/backoffice/calendar/skins/aqua/active-bg.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/calendar/skins/aqua/dark-bg.gif,system/backoffice/calendar/skins/aqua/dark-bg.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/calendar/skins/aqua/hover-bg.gif,system/backoffice/calendar/skins/aqua/hover-bg.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/calendar/skins/aqua/menuarrow.gif,system/backoffice/calendar/skins/aqua/menuarrow.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/calendar/skins/aqua/normal-bg.gif,system/backoffice/calendar/skins/aqua/normal-bg.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/calendar/skins/aqua/rowhover-bg.gif,system/backoffice/calendar/skins/aqua/rowhover-bg.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/calendar/skins/aqua/status-bg.gif,system/backoffice/calendar/skins/aqua/status-bg.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/calendar/skins/aqua/title-bg.gif,system/backoffice/calendar/skins/aqua/title-bg.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/calendar/skins/aqua/today-bg.gif,system/backoffice/calendar/skins/aqua/today-bg.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/css/icon-ok.gif,system/backoffice/css/icon-ok.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/img/cal.gif,system/backoffice/img/cal.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/includes/bootstrap/fonts/glyphicons-halflings-regular.eot,system/backoffice/includes/bootstrap/fonts/glyphicons-halflings-regular.eot,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/includes/bootstrap/fonts/glyphicons-halflings-regular.svg,system/backoffice/includes/bootstrap/fonts/glyphicons-halflings-regular.svg,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/includes/bootstrap/fonts/glyphicons-halflings-regular.ttf,system/backoffice/includes/bootstrap/fonts/glyphicons-halflings-regular.ttf,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/includes/bootstrap/fonts/glyphicons-halflings-regular.woff,system/backoffice/includes/bootstrap/fonts/glyphicons-halflings-regular.woff,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/includes/bootstrap/fonts/glyphicons-halflings-regular.woff2,system/backoffice/includes/bootstrap/fonts/glyphicons-halflings-regular.woff2,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/includes/dist/img/default-50x50.gif,system/backoffice/includes/dist/img/default-50x50.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/includes/plugins/ckeditor/plugins/fakeobjects/images/spacer.gif,system/backoffice/includes/plugins/ckeditor/plugins/fakeobjects/images/spacer.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/tiny_mce/plugins/advimage/img/sample.gif,system/backoffice/tiny_mce/plugins/advimage/img/sample.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/tiny_mce/plugins/emotions/img/smiley-cool.gif,system/backoffice/tiny_mce/plugins/emotions/img/smiley-cool.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/tiny_mce/plugins/emotions/img/smiley-cry.gif,system/backoffice/tiny_mce/plugins/emotions/img/smiley-cry.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/tiny_mce/plugins/emotions/img/smiley-embarassed.gif,system/backoffice/tiny_mce/plugins/emotions/img/smiley-embarassed.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/tiny_mce/plugins/emotions/img/smiley-foot-in-mouth.gif,system/backoffice/tiny_mce/plugins/emotions/img/smiley-foot-in-mouth.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/tiny_mce/plugins/emotions/img/smiley-frown.gif,system/backoffice/tiny_mce/plugins/emotions/img/smiley-frown.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/tiny_mce/plugins/emotions/img/smiley-innocent.gif,system/backoffice/tiny_mce/plugins/emotions/img/smiley-innocent.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/tiny_mce/plugins/emotions/img/smiley-kiss.gif,system/backoffice/tiny_mce/plugins/emotions/img/smiley-kiss.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/tiny_mce/plugins/emotions/img/smiley-laughing.gif,system/backoffice/tiny_mce/plugins/emotions/img/smiley-laughing.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/tiny_mce/plugins/emotions/img/smiley-money-mouth.gif,system/backoffice/tiny_mce/plugins/emotions/img/smiley-money-mouth.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/tiny_mce/plugins/emotions/img/smiley-sealed.gif,system/backoffice/tiny_mce/plugins/emotions/img/smiley-sealed.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/tiny_mce/plugins/emotions/img/smiley-smile.gif,system/backoffice/tiny_mce/plugins/emotions/img/smiley-smile.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/tiny_mce/plugins/emotions/img/smiley-surprised.gif,system/backoffice/tiny_mce/plugins/emotions/img/smiley-surprised.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/tiny_mce/plugins/emotions/img/smiley-tongue-out.gif,system/backoffice/tiny_mce/plugins/emotions/img/smiley-tongue-out.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/tiny_mce/plugins/emotions/img/smiley-undecided.gif,system/backoffice/tiny_mce/plugins/emotions/img/smiley-undecided.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/tiny_mce/plugins/emotions/img/smiley-wink.gif,system/backoffice/tiny_mce/plugins/emotions/img/smiley-wink.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/tiny_mce/plugins/emotions/img/smiley-yell.gif,system/backoffice/tiny_mce/plugins/emotions/img/smiley-yell.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/tiny_mce/plugins/example/img/example.gif,system/backoffice/tiny_mce/plugins/example/img/example.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/tiny_mce/plugins/inlinepopups/skins/clearlooks2/img/alert.gif,system/backoffice/tiny_mce/plugins/inlinepopups/skins/clearlooks2/img/alert.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/tiny_mce/plugins/inlinepopups/skins/clearlooks2/img/button.gif,system/backoffice/tiny_mce/plugins/inlinepopups/skins/clearlooks2/img/button.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/tiny_mce/plugins/inlinepopups/skins/clearlooks2/img/buttons.gif,system/backoffice/tiny_mce/plugins/inlinepopups/skins/clearlooks2/img/buttons.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/tiny_mce/plugins/inlinepopups/skins/clearlooks2/img/confirm.gif,system/backoffice/tiny_mce/plugins/inlinepopups/skins/clearlooks2/img/confirm.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/tiny_mce/plugins/inlinepopups/skins/clearlooks2/img/corners.gif,system/backoffice/tiny_mce/plugins/inlinepopups/skins/clearlooks2/img/corners.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/tiny_mce/plugins/inlinepopups/skins/clearlooks2/img/horizontal.gif,system/backoffice/tiny_mce/plugins/inlinepopups/skins/clearlooks2/img/horizontal.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/tiny_mce/plugins/inlinepopups/skins/clearlooks2/img/vertical.gif,system/backoffice/tiny_mce/plugins/inlinepopups/skins/clearlooks2/img/vertical.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/tiny_mce/plugins/media/img/flash.gif,system/backoffice/tiny_mce/plugins/media/img/flash.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/tiny_mce/plugins/media/img/quicktime.gif,system/backoffice/tiny_mce/plugins/media/img/quicktime.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/tiny_mce/plugins/media/img/realmedia.gif,system/backoffice/tiny_mce/plugins/media/img/realmedia.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/tiny_mce/plugins/media/img/shockwave.gif,system/backoffice/tiny_mce/plugins/media/img/shockwave.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/tiny_mce/plugins/media/img/trans.gif,system/backoffice/tiny_mce/plugins/media/img/trans.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/tiny_mce/plugins/media/img/windowsmedia.gif,system/backoffice/tiny_mce/plugins/media/img/windowsmedia.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/tiny_mce/plugins/pagebreak/img/pagebreak.gif,system/backoffice/tiny_mce/plugins/pagebreak/img/pagebreak.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/tiny_mce/plugins/pagebreak/img/trans.gif,system/backoffice/tiny_mce/plugins/pagebreak/img/trans.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/tiny_mce/plugins/spellchecker/img/wline.gif,system/backoffice/tiny_mce/plugins/spellchecker/img/wline.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/tiny_mce/themes/advanced/img/icons.gif,system/backoffice/tiny_mce/themes/advanced/img/icons.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/tiny_mce/themes/advanced/skins/default/img/items.gif,system/backoffice/tiny_mce/themes/advanced/skins/default/img/items.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/tiny_mce/themes/advanced/skins/default/img/menu_arrow.gif,system/backoffice/tiny_mce/themes/advanced/skins/default/img/menu_arrow.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/tiny_mce/themes/advanced/skins/default/img/menu_check.gif,system/backoffice/tiny_mce/themes/advanced/skins/default/img/menu_check.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/tiny_mce/themes/advanced/skins/default/img/progress.gif,system/backoffice/tiny_mce/themes/advanced/skins/default/img/progress.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/tiny_mce/themes/advanced/skins/default/img/tabs.gif,system/backoffice/tiny_mce/themes/advanced/skins/default/img/tabs.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/backoffice/tiny_mce/themes/simple/img/icons.gif,system/backoffice/tiny_mce/themes/simple/img/icons.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/css/flecha1.gif,system/css/flecha1.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/css/flecha2.gif,system/css/flecha2.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/files/images/productos/1bc8deceeea60e7d404142cf859897e4e36ccc86,system/files/images/productos/1bc8deceeea60e7d404142cf859897e4e36ccc86,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/files/images/productos/270dc5e4c6c6812ee093439acca26905e68f7d8d,system/files/images/productos/270dc5e4c6c6812ee093439acca26905e68f7d8d,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/files/images/productos/282c6618830434da376551106d0722c97a5f2416,system/files/images/productos/282c6618830434da376551106d0722c97a5f2416,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/files/images/productos/3af12bf12f61eda51a19d1e8af3cefc05878f484,system/files/images/productos/3af12bf12f61eda51a19d1e8af3cefc05878f484,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/files/images/productos/3e620ed84c43c5de234ae437f58f7083e93f6b8d,system/files/images/productos/3e620ed84c43c5de234ae437f58f7083e93f6b8d,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/files/images/productos/639b9801fe440dcd2179c23cca14401710c5e7e0,system/files/images/productos/639b9801fe440dcd2179c23cca14401710c5e7e0,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/files/images/productos/6e1ed3d9b7cfc7e53a9396670b592b8e0a0aa2da,system/files/images/productos/6e1ed3d9b7cfc7e53a9396670b592b8e0a0aa2da,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/files/images/productos/74237414514c37fbc6273d2d8ed63ba0af98464d,system/files/images/productos/74237414514c37fbc6273d2d8ed63ba0af98464d,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/files/images/productos/7ab52eec612af22d23a62f849479371ebf1c2f22,system/files/images/productos/7ab52eec612af22d23a62f849479371ebf1c2f22,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/files/images/productos/7baea774c5fc4abe3735d40fdf16e84f1e3521ef,system/files/images/productos/7baea774c5fc4abe3735d40fdf16e84f1e3521ef,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/files/images/productos/7cf4babfab2712e41d6fd1c050f5c31b604c97ae,system/files/images/productos/7cf4babfab2712e41d6fd1c050f5c31b604c97ae,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/files/images/productos/800c352920fab91fa561da8cbc0cda7af293ddbf,system/files/images/productos/800c352920fab91fa561da8cbc0cda7af293ddbf,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/files/images/productos/98b07de6dca4ad402a37385c485fb6999d5c3323,system/files/images/productos/98b07de6dca4ad402a37385c485fb6999d5c3323,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/files/images/productos/9950f4930279c555f7be5fcc6d4382d10784836b,system/files/images/productos/9950f4930279c555f7be5fcc6d4382d10784836b,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/files/images/productos/b6b8d27db846f68a7050c59a82b2e31ff137b7e4,system/files/images/productos/b6b8d27db846f68a7050c59a82b2e31ff137b7e4,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/files/images/productos/e1fc3c722338060ac5bc7cf2ece07503d6bc4a0c,system/files/images/productos/e1fc3c722338060ac5bc7cf2ece07503d6bc4a0c,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/files/images/productos/f23e43600d8606ddea73c29f700d164d5afc0552,system/files/images/productos/f23e43600d8606ddea73c29f700d164d5afc0552,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/js/jsLight/lightbox-blank.gif,system/js/jsLight/lightbox-blank.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
asset:system/js/jsLight/lightbox-ico-loading.gif,system/js/jsLight/lightbox-ico-loading.gif,REVIEW_TYPE_LIMIT_OR_HASH,Uso documental no equivale a aprobación de propósito/identidad de medios.
