legacy_url,source_type,source_identity,wordpress_object_id,current_url,resolution,confidence,reason,classification,wp_type
https://puertasyserviciosindustriales.com/blue-giant.php,page,php:blue-giant.php,253,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (brand:4) exists but not published (review); term/product still in review",BRAND_PAGE,psi_marca
https://puertasyserviciosindustriales.com/categorias.php,page,php:categorias.php,,,KEEP_PENDING,CONFIRMED,"Clasificación UTILITY (Q12, sin decisión editorial todavía): controlador/endpoint, no página de contenido fija",UTILITY,
https://puertasyserviciosindustriales.com/centros-comerciales.php,page,php:centros-comerciales.php,234,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (category:19) exists but not published (review); term/product still in review",CATEGORY_PAGE,psi_categoria
https://puertasyserviciosindustriales.com/clopay.php,page,php:clopay.php,252,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (brand:3) exists but not published (review); term/product still in review",BRAND_PAGE,psi_marca
https://puertasyserviciosindustriales.com/coleccion-classic.php,page,php:coleccion-classic.php,1110,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (sql:productos:9) exists but not published (draft); term/product still in review",PRODUCT_PAGE,psi_producto
https://puertasyserviciosindustriales.com/coleccion-modern-steel.php,page,php:coleccion-modern-steel.php,,,KEEP_PENDING,STRONG_INFERENCE,"q01-q04-url-mapping.csv: KEEP_REVIEW, sin propietario aprobado todavía",PRODUCT_PAGE,
https://puertasyserviciosindustriales.com/com-programadores-digitales-y-rotativos.php,page,php:com-programadores-digitales-y-rotativos.php,1157,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (static:com-programadores-digitales-y-rotativos.php) exists but not published (draft); term/product still in review",PRODUCT_PAGE,psi_producto
https://puertasyserviciosindustriales.com/comercial.php,page,php:comercial.php,219,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (category:2) exists but not published (review); term/product still in review",CATEGORY_PAGE,psi_categoria
https://puertasyserviciosindustriales.com/contacto.php,page,php:contacto.php,1481,http://localhost/psindustrial-wordpress/wordpress/contacto/,EXACT,CONFIRMED,"EXPLICIT_EDITORIAL_MAPPING: docs/frontend/institutional-frontend.md: Contacto ID1481 creado/publicado fuera del importador; el borrador importado (1185) queda huérfano",CONTACT_PAGE,page
https://puertasyserviciosindustriales.com/contra-exposion.php,page,php:contra-exposion.php,244,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (category:31) exists but not published (review); term/product still in review",CATEGORY_PAGE,psi_categoria
https://puertasyserviciosindustriales.com/contra-incendio.php,page,php:contra-incendio.php,,,KEEP_PENDING,CONFIRMED,"q01-q04-url-mapping.csv: KEEP_REVIEW, sin propietario aprobado todavía",CATEGORY_PAGE,
https://puertasyserviciosindustriales.com/cortina-de-seguridad-670.php,page,php:cortina-de-seguridad-670.php,1149,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (sql:productos:97) exists but not published (draft); term/product still in review",PRODUCT_PAGE,psi_producto
https://puertasyserviciosindustriales.com/cortina-de-seguridad-671.php,page,php:cortina-de-seguridad-671.php,1150,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (sql:productos:98) exists but not published (draft); term/product still in review",PRODUCT_PAGE,psi_producto
https://puertasyserviciosindustriales.com/cortina-en-aluminio-serie-511-521.php,page,php:cortina-en-aluminio-serie-511-521.php,,,KEEP_PENDING,STRONG_INFERENCE,"q01-q04-url-mapping.csv: KEEP_REVIEW, sin propietario aprobado todavía",PRODUCT_PAGE,
https://puertasyserviciosindustriales.com/cortina-europea.php,page,php:cortina-europea.php,,,KEEP_PENDING,STRONG_INFERENCE,"q01-q04-url-mapping.csv: KEEP_REVIEW, sin propietario aprobado todavía",PRODUCT_PAGE,
https://puertasyserviciosindustriales.com/cortina-plana.php,page,php:cortina-plana.php,,,KEEP_PENDING,STRONG_INFERENCE,"q01-q04-url-mapping.csv: KEEP_REVIEW, sin propietario aprobado todavía",PRODUCT_PAGE,
https://puertasyserviciosindustriales.com/cortina-serie-600.php,page,php:cortina-serie-600.php,,,KEEP_PENDING,STRONG_INFERENCE,"q01-q04-url-mapping.csv: KEEP_REVIEW, sin propietario aprobado todavía",PRODUCT_PAGE,
https://puertasyserviciosindustriales.com/cortina-serie-610.php,page,php:cortina-serie-610.php,1373,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (sql:productos:95) exists but not published (draft); term/product still in review",PRODUCT_PAGE,psi_producto
https://puertasyserviciosindustriales.com/cortina-serie-620.php,page,php:cortina-serie-620.php,1367,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (sql:productos:7) exists but not published (draft); term/product still in review",PRODUCT_PAGE,psi_producto
https://puertasyserviciosindustriales.com/cortina-serie-625.php,page,php:cortina-serie-625.php,1109,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (sql:productos:4) exists but not published (draft); term/product still in review",PRODUCT_PAGE,psi_producto
https://puertasyserviciosindustriales.com/cortina-serie-630.php,page,php:cortina-serie-630.php,1112,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (sql:productos:11) exists but not published (draft); term/product still in review",PRODUCT_PAGE,psi_producto
https://puertasyserviciosindustriales.com/cortina-serie-790-cw.php,page,php:cortina-serie-790-cw.php,1147,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (sql:productos:92) exists but not published (draft); term/product still in review",PRODUCT_PAGE,psi_producto
https://puertasyserviciosindustriales.com/cortinas-enrollables-de-aluminio.php,page,php:cortinas-enrollables-de-aluminio.php,,,KEEP_PENDING,CONFIRMED,"LEGITIMATE_SLUG_CONFLICT: entidad en conflicto de slug preexistente (uno de los conflictos editoriales protegidos); requiere decisión humana antes de poder crear cualquier objeto, nunca se resuelve automáticamente",SEO_LANDING,
https://puertasyserviciosindustriales.com/cortinas-enrollables-industriales.php,page,php:cortinas-enrollables-industriales.php,230,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (category:14) exists but not published (review); term/product still in review",CATEGORY_PAGE,psi_categoria
https://puertasyserviciosindustriales.com/cortinas-ventiladas-685.php,page,php:cortinas-ventiladas-685.php,,,KEEP_PENDING,STRONG_INFERENCE,"q01-q04-url-mapping.csv: KEEP_REVIEW, sin propietario aprobado todavía",PRODUCT_PAGE,
https://puertasyserviciosindustriales.com/cross-3e.php,page,php:cross-3e.php,1158,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (static:cross-3e.php) exists but not published (draft); term/product still in review",PRODUCT_PAGE,psi_producto
https://puertasyserviciosindustriales.com/detector-de-masas-max-eagle.php,page,php:detector-de-masas-max-eagle.php,1159,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (static:detector-de-masas-max-eagle.php) exists but not published (draft); term/product still in review",PRODUCT_PAGE,psi_producto
https://puertasyserviciosindustriales.com/ditec-neos-y-neos.php,page,php:ditec-neos-y-neos.php,1160,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (static:ditec-neos-y-neos.php) exists but not published (draft); term/product still in review",PRODUCT_PAGE,psi_producto
https://puertasyserviciosindustriales.com/dockman.php,page,php:dockman.php,259,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (brand:10) exists but not published (review); term/product still in review",BRAND_PAGE,psi_marca
https://puertasyserviciosindustriales.com/dod-automatizacion-compacto-y-potente-para-portones-seccionales-correderos-y-enrollables.php,page,php:dod-automatizacion-compacto-y-potente-para-portones-seccionales-correderos-y-enrollables.php,1161,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (static:dod-automatizacion-compacto-y-potente-para-portones-seccionales-correderos-y-enrollables.php) exists but not published (draft); term/product still in review",PRODUCT_PAGE,psi_producto
https://puertasyserviciosindustriales.com/doorlock.php,page,php:doorlock.php,255,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (brand:6) exists but not published (review); term/product still in review",BRAND_PAGE,psi_marca
https://puertasyserviciosindustriales.com/dura-glide-20003000-puerta.php,page,php:dura-glide-20003000-puerta.php,,,KEEP_PENDING,STRONG_INFERENCE,"q01-q04-url-mapping.csv: KEEP_REVIEW, sin propietario aprobado todavía",PRODUCT_PAGE,
https://puertasyserviciosindustriales.com/energy-series-with-intellicore-37171-3-4.php,page,php:energy-series-with-intellicore-37171-3-4.php,,,KEEP_PENDING,STRONG_INFERENCE,"q01-q04-url-mapping.csv: KEEP_REVIEW, sin propietario aprobado todavía",PRODUCT_PAGE,
https://puertasyserviciosindustriales.com/energy-series-with-intellicore-3720-3724-3722.php,page,php:energy-series-with-intellicore-3720-3724-3722.php,1356,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (sql:productos:19) exists but not published (draft); term/product still in review",PRODUCT_PAGE,psi_producto
https://puertasyserviciosindustriales.com/enviaContacto.php,page,php:enviaContacto.php,,,KEEP_PENDING,CONFIRMED,"Clasificación UTILITY (Q12, sin decisión editorial todavía): controlador/endpoint, no página de contenido fija",UTILITY,
https://puertasyserviciosindustriales.com/equipos-y-accesorios-para-anden-de-carga.php,page,php:equipos-y-accesorios-para-anden-de-carga.php,220,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (category:3) exists but not published (review); term/product still in review",CATEGORY_PAGE,psi_categoria
https://puertasyserviciosindustriales.com/estacionamientos.php,page,php:estacionamientos.php,233,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (category:18) exists but not published (review); term/product still in review",CATEGORY_PAGE,psi_categoria
https://puertasyserviciosindustriales.com/fast-seal-high-performance-door.php,page,php:fast-seal-high-performance-door.php,,,KEEP_PENDING,STRONG_INFERENCE,"q01-q04-url-mapping.csv: KEEP_REVIEW, sin propietario aprobado todavía",PRODUCT_PAGE,
https://puertasyserviciosindustriales.com/fire-rated-doors-firestar-models-700-700c.php,page,php:fire-rated-doors-firestar-models-700-700c.php,1114,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (sql:productos:13) exists but not published (draft); term/product still in review",PRODUCT_PAGE,psi_producto
https://puertasyserviciosindustriales.com/footer.php,page,php:footer.php,,,INTENTIONALLY_GONE,CONFIRMED,"Clasificación LEGACY_INTERNAL: infraestructura interna del CMS legacy, nunca fue contenido público",LEGACY_INTERNAL,
https://puertasyserviciosindustriales.com/footerv1.php,page,php:footerv1.php,,,INTENTIONALLY_GONE,CONFIRMED,"Clasificación LEGACY_INTERNAL: infraestructura interna del CMS legacy, nunca fue contenido público",LEGACY_INTERNAL,
https://puertasyserviciosindustriales.com/fotoceldas.php,page,php:fotoceldas.php,1163,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (static:fotoceldas.php) exists but not published (draft); term/product still in review",PRODUCT_PAGE,psi_producto
https://puertasyserviciosindustriales.com/fraccionamientos-y-condominios.php,page,php:fraccionamientos-y-condominios.php,225,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (category:9) exists but not published (review); term/product still in review",CATEGORY_PAGE,psi_categoria
https://puertasyserviciosindustriales.com/glg-porte-industriali.php,page,php:glg-porte-industriali.php,258,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (brand:9) exists but not published (review); term/product still in review",BRAND_PAGE,psi_marca
https://puertasyserviciosindustriales.com/gol-transmisores-de-cuatro-canales.php,page,php:gol-transmisores-de-cuatro-canales.php,1164,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (static:gol-transmisores-de-cuatro-canales.php) exists but not published (draft); term/product still in review",PRODUCT_PAGE,psi_producto
https://puertasyserviciosindustriales.com/header.php,page,php:header.php,,,INTENTIONALLY_GONE,CONFIRMED,"Clasificación LEGACY_INTERNAL: infraestructura interna del CMS legacy, nunca fue contenido público",LEGACY_INTERNAL,
https://puertasyserviciosindustriales.com/headerv1.php,page,php:headerv1.php,,,INTENTIONALLY_GONE,CONFIRMED,"Clasificación LEGACY_INTERNAL: infraestructura interna del CMS legacy, nunca fue contenido público",LEGACY_INTERNAL,
https://puertasyserviciosindustriales.com/icaro-smart.php,page,php:icaro-smart.php,,,KEEP_PENDING,STRONG_INFERENCE,"q01-q04-url-mapping.csv: KEEP_REVIEW, sin propietario aprobado todavía",PRODUCT_PAGE,
https://puertasyserviciosindustriales.com/iconos-marcas.php,page,php:iconos-marcas.php,,,INTENTIONALLY_GONE,CONFIRMED,"Clasificación LEGACY_INTERNAL: infraestructura interna del CMS legacy, nunca fue contenido público",LEGACY_INTERNAL,
https://puertasyserviciosindustriales.com/iconos-marcasv1.php,page,php:iconos-marcasv1.php,,,INTENTIONALLY_GONE,CONFIRMED,"Clasificación LEGACY_INTERNAL: infraestructura interna del CMS legacy, nunca fue contenido público",LEGACY_INTERNAL,
https://puertasyserviciosindustriales.com/index-estatico.php,page,php:index-estatico.php,,http://localhost/psindustrial-wordpress/wordpress/,REDIRECT_301,CONFIRMED,"EXPLICIT_EDITORIAL_MAPPING: content-master.csv: title y H1 idénticos a index.php (""Variante histórica aparente""); evidencia de contenido, no de nombre",INSTITUTIONAL_PAGE,site_root
https://puertasyserviciosindustriales.com/index-resp.php,page,php:index-resp.php,,http://localhost/psindustrial-wordpress/wordpress/,REDIRECT_301,CONFIRMED,"EXPLICIT_EDITORIAL_MAPPING: content-master.csv: title y H1 idénticos a index.php (""Variante histórica aparente""); evidencia de contenido, no de nombre",INSTITUTIONAL_PAGE,site_root
https://puertasyserviciosindustriales.com/index.php,page,php:index.php,,http://localhost/psindustrial-wordpress/wordpress/,EXACT,CONFIRMED,"EXPLICIT_EDITORIAL_MAPPING: front-page.php sirve la portada en la raíz; show_on_front=posts, page_on_front=0 confirmado en vivo",INSTITUTIONAL_PAGE,site_root
https://puertasyserviciosindustriales.com/industrial.php,page,php:industrial.php,66,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (category:1) exists but not published (review); term/product still in review",CATEGORY_PAGE,psi_categoria
https://puertasyserviciosindustriales.com/infraca-quality-doors.php,page,php:infraca-quality-doors.php,257,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (brand:8) exists but not published (review); term/product still in review",BRAND_PAGE,psi_marca
https://puertasyserviciosindustriales.com/kelley.php,page,php:kelley.php,254,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (brand:5) exists but not published (review); term/product still in review",BRAND_PAGE,psi_marca
https://puertasyserviciosindustriales.com/kronos-puertas-rapidas-de-sectores-modulares-autorreparable.php,page,php:kronos-puertas-rapidas-de-sectores-modulares-autorreparable.php,1130,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (sql:productos:41) exists but not published (draft); term/product still in review",PRODUCT_PAGE,psi_producto
https://puertasyserviciosindustriales.com/lab-4-fotocelulas-de-rayos-infrarrojos.php,page,php:lab-4-fotocelulas-de-rayos-infrarrojos.php,1165,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (static:lab-4-fotocelulas-de-rayos-infrarrojos.php) exists but not published (draft); term/product still in review",PRODUCT_PAGE,psi_producto
https://puertasyserviciosindustriales.com/lab-9-detectores-de-volumen-de-metal-loop.php,page,php:lab-9-detectores-de-volumen-de-metal-loop.php,1166,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (static:lab-9-detectores-de-volumen-de-metal-loop.php) exists but not published (draft); term/product still in review",PRODUCT_PAGE,psi_producto
https://puertasyserviciosindustriales.com/labio-de-elevacion-mecanico-dockman.php,page,php:labio-de-elevacion-mecanico-dockman.php,,,KEEP_PENDING,STRONG_INFERENCE,"q01-q04-url-mapping.csv: KEEP_REVIEW, sin propietario aprobado todavía",PRODUCT_PAGE,
https://puertasyserviciosindustriales.com/labio-elevacion-anden-carga.php,page,php:labio-elevacion-anden-carga.php,236,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (category:21) exists but not published (review); term/product still in review",CATEGORY_PAGE,psi_categoria
https://puertasyserviciosindustriales.com/lan-4-sistema-de-teclado-con-combinacion-digital.php,page,php:lan-4-sistema-de-teclado-con-combinacion-digital.php,1167,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (static:lan-4-sistema-de-teclado-con-combinacion-digital.php) exists but not published (draft); term/product still in review",PRODUCT_PAGE,psi_producto
https://puertasyserviciosindustriales.com/lan-7-sistema-de-mando-de-proximidad-de-tarjetas-con-tecnologia-transponder.php,page,php:lan-7-sistema-de-mando-de-proximidad-de-tarjetas-con-tecnologia-transponder.php,1168,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (static:lan-7-sistema-de-mando-de-proximidad-de-tarjetas-con-tecnologia-transponder.php) exists but not published (draft); term/product still in review",PRODUCT_PAGE,psi_producto
https://puertasyserviciosindustriales.com/lift-master-mod-h.php,page,php:lift-master-mod-h.php,,,KEEP_PENDING,STRONG_INFERENCE,"q01-q04-url-mapping.csv: KEEP_REVIEW, sin propietario aprobado todavía",PRODUCT_PAGE,
https://puertasyserviciosindustriales.com/lift-master.php,page,php:lift-master.php,260,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (brand:11) exists but not published (review); term/product still in review",BRAND_PAGE,psi_marca
https://puertasyserviciosindustriales.com/liftmaster-modh.php,page,php:liftmaster-modh.php,,,KEEP_PENDING,STRONG_INFERENCE,"q01-q04-url-mapping.csv: KEEP_REVIEW, sin propietario aprobado todavía",PRODUCT_PAGE,
https://puertasyserviciosindustriales.com/light-communication-system-lcs.php,page,php:light-communication-system-lcs.php,1169,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (static:light-communication-system-lcs.php) exists but not published (draft); term/product still in review",PRODUCT_PAGE,psi_producto
https://puertasyserviciosindustriales.com/links-menu-marcas.php,page,php:links-menu-marcas.php,,,INTENTIONALLY_GONE,CONFIRMED,"Clasificación LEGACY_INTERNAL: infraestructura interna del CMS legacy, nunca fue contenido público",LEGACY_INTERNAL,
https://puertasyserviciosindustriales.com/links-menu-marcasv1.php,page,php:links-menu-marcasv1.php,,,INTENTIONALLY_GONE,CONFIRMED,"Clasificación LEGACY_INTERNAL: infraestructura interna del CMS legacy, nunca fue contenido público",LEGACY_INTERNAL,
https://puertasyserviciosindustriales.com/links-menu.php,page,php:links-menu.php,,,INTENTIONALLY_GONE,CONFIRMED,"Clasificación LEGACY_INTERNAL: infraestructura interna del CMS legacy, nunca fue contenido público",LEGACY_INTERNAL,
https://puertasyserviciosindustriales.com/links-menuv1.php,page,php:links-menuv1.php,,,INTENTIONALLY_GONE,CONFIRMED,"Clasificación LEGACY_INTERNAL: infraestructura interna del CMS legacy, nunca fue contenido público",LEGACY_INTERNAL,
https://puertasyserviciosindustriales.com/lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php,page,php:lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php,,,KEEP_PENDING,STRONG_INFERENCE,"q01-q04-url-mapping.csv: KEEP_REVIEW, sin propietario aprobado todavía",PRODUCT_PAGE,
https://puertasyserviciosindustriales.com/luxo-robusto-e-incansable-para-servicios-intensivos-para-hojas-de-hasta-5-m.php,page,php:luxo-robusto-e-incansable-para-servicios-intensivos-para-hojas-de-hasta-5-m.php,1170,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (static:luxo-robusto-e-incansable-para-servicios-intensivos-para-hojas-de-hasta-5-m.php) exists but not published (draft); term/product still in review",PRODUCT_PAGE,psi_producto
https://puertasyserviciosindustriales.com/magic-fuerza-del-operador.php,page,php:magic-fuerza-del-operador.php,,,KEEP_PENDING,STRONG_INFERENCE,"q01-q04-url-mapping.csv: KEEP_REVIEW, sin propietario aprobado todavía",PRODUCT_PAGE,
https://puertasyserviciosindustriales.com/marcas.php,page,php:marcas.php,,,KEEP_PENDING,CONFIRMED,"q01-q04-url-mapping.csv: KEEP_REVIEW, sin propietario aprobado todavía",CATEGORY_PAGE,
https://puertasyserviciosindustriales.com/marcasv1.php,page,php:marcasv1.php,,,KEEP_PENDING,CONFIRMED,"q01-q04-url-mapping.csv: KEEP_REVIEW, sin propietario aprobado todavía",CATEGORY_PAGE,
https://puertasyserviciosindustriales.com/menu-marcas.php,page,php:menu-marcas.php,,,INTENTIONALLY_GONE,CONFIRMED,"Clasificación LEGACY_INTERNAL: infraestructura interna del CMS legacy, nunca fue contenido público",LEGACY_INTERNAL,
https://puertasyserviciosindustriales.com/menu-marcasv1.php,page,php:menu-marcasv1.php,,,INTENTIONALLY_GONE,CONFIRMED,"Clasificación LEGACY_INTERNAL: infraestructura interna del CMS legacy, nunca fue contenido público",LEGACY_INTERNAL,
https://puertasyserviciosindustriales.com/menu-seccionales.php,page,php:menu-seccionales.php,,,INTENTIONALLY_GONE,CONFIRMED,"Clasificación LEGACY_INTERNAL: infraestructura interna del CMS legacy, nunca fue contenido público",LEGACY_INTERNAL,
https://puertasyserviciosindustriales.com/menu-soluciones.php,page,php:menu-soluciones.php,,,INTENTIONALLY_GONE,CONFIRMED,"Clasificación LEGACY_INTERNAL: infraestructura interna del CMS legacy, nunca fue contenido público",LEGACY_INTERNAL,
https://puertasyserviciosindustriales.com/menu-solucionesv1.php,page,php:menu-solucionesv1.php,,,INTENTIONALLY_GONE,CONFIRMED,"Clasificación LEGACY_INTERNAL: infraestructura interna del CMS legacy, nunca fue contenido público",LEGACY_INTERNAL,
https://puertasyserviciosindustriales.com/nosotros.php,page,php:nosotros.php,134,http://localhost/psindustrial-wordpress/wordpress/nosotros/,EXACT,CONFIRMED,"IDENTITY_MAPPING: objeto propio publicado, entity_key=php:nosotros.php",INSTITUTIONAL_PAGE,page
https://puertasyserviciosindustriales.com/operador-comercial-rhx.php,page,php:operador-comercial-rhx.php,1113,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (sql:productos:12) exists but not published (draft); term/product still in review",PRODUCT_PAGE,psi_producto
https://puertasyserviciosindustriales.com/operador-para-cortina-enrrollable-rsx.php,page,php:operador-para-cortina-enrrollable-rsx.php,1146,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (sql:productos:86) exists but not published (draft); term/product still in review",PRODUCT_PAGE,psi_producto
https://puertasyserviciosindustriales.com/operador-para-perfilados-comerciales-jst.php,page,php:operador-para-perfilados-comerciales-jst.php,1372,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (sql:productos:77) exists but not published (draft); term/product still in review",PRODUCT_PAGE,psi_producto
https://puertasyserviciosindustriales.com/operador-para-perfilados-comerciales-sel.php,page,php:operador-para-perfilados-comerciales-sel.php,,,KEEP_PENDING,STRONG_INFERENCE,"q01-q04-url-mapping.csv: KEEP_REVIEW, sin propietario aprobado todavía",PRODUCT_PAGE,
https://puertasyserviciosindustriales.com/operadores-para-puerta-abatible.php,page,php:operadores-para-puerta-abatible.php,,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (category:38) has no real WordPress object yet",CATEGORY_PAGE,
https://puertasyserviciosindustriales.com/operadores-para-puerta-corrediza-industrial.php,page,php:operadores-para-puerta-corrediza-industrial.php,227,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (category:11) exists but not published (review); term/product still in review",CATEGORY_PAGE,psi_categoria
https://puertasyserviciosindustriales.com/operadores-para-puertas-ascendentes.php,page,php:operadores-para-puertas-ascendentes.php,250,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (category:39) exists but not published (review); term/product still in review",CATEGORY_PAGE,psi_categoria
https://puertasyserviciosindustriales.com/operadores-para-puertas-corredizas-residenciales.php,page,php:operadores-para-puertas-corredizas-residenciales.php,,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (category:37) has no real WordPress object yet",CATEGORY_PAGE,
https://puertasyserviciosindustriales.com/operadores-para-puertas-de-mostrador-cdo.php,page,php:operadores-para-puertas-de-mostrador-cdo.php,1145,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (sql:productos:85) exists but not published (draft); term/product still in review",PRODUCT_PAGE,psi_producto
https://puertasyserviciosindustriales.com/operadores-puerta-abatible-industrial.php,page,php:operadores-puerta-abatible-industrial.php,228,,KEEP_PENDING,CONFIRMED,"EDITORIAL_MAPPING target (category:12) exists but not published (review); term/product still in review",CATEGORY_PAGE,psi_categoria
https://puertasyserviciosindustriales.com/operadores-puerta-abatible.php,page,php:operadores-puerta-abatible.php,1186,,KEEP_PENDING,CONFIRMED,"IDENTITY_MAPPING: objeto propio existe pero no está publicado (draft); no se redirige a contenido no público",SEO_LANDING,page
https://puertasyserviciosindustriales.com/operadores-puerta-corrediza-residencial.php,page,php:operadores-puerta-corrediza-residencial.php,1187,,KEEP_PENDING,CONFIRMED,"IDENTITY_MAPPING: objeto propio existe pero no está publicado (draft); no se redirige a contenido no público",SEO_LANDING,page
https://puertasyserviciosindustriales.com/operadores-puertas-ascendentes.php,page,php:operadores-puertas-ascendentes.php,1188,,KEEP_PENDING,CONFIRMED,"IDENTITY_MAPPING: objeto propio existe pero no está publicado (draft); no se redirige a contenido no público",SEO_LANDING,page
