source_type,source_key,entity_group,reason,current_evidence,dependencies,related_human_decision,question_id,notes
media,asset:fichas/Rollizip-Technical-Specifications-15.pdf,page:rolli-zip.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:rolli-zip.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:fichas/SELLOSSOLMMER.pdf,page:sellos-nacionales.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:sellos-nacionales.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:fichas/SERIE-X130.pdf,page:serie-x130-motor-para-cortina-oculto.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:serie-x130-motor-para-cortina-oculto.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:fichas/SPA_U-Series_Mechanical_Dock_Leveler.pdf,page:rampa-niveladora-mecanica-blue-giant.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:rampa-niveladora-mecanica-blue-giant.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:fichas/Sellos-de-anden-BrochureW.pdf,page:sellos-de-anden.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:sellos-de-anden.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:fichas/Ventana-blindad-y-pasa-documentos.pdf,page:puertas-blindadas.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:puertas-blindadas.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:fichas/accesorios-doorlock.pdf,page:accesorios.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:accesorios.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:fichas/cdx-commercial-operator-sellsheet.pdf,page:operadores-para-puertas-de-mostrador-cdo.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:operadores-para-puertas-de-mostrador-cdo.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:fichas/fireking-fire-door-systems-brochure.pdf,page:cortina-serie-630.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:cortina-serie-630.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:fichas/operador-cortina.pdf,page:operador-para-cortina-enrrollable-rsx.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:operador-para-cortina-enrrollable-rsx.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:fichas/pistones-electromecanicos-phobos.pdf,page:phobos-n-piston-electromecanico.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:phobos-n-piston-electromecanico.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:fichas/pistones-hidraulicos-lux.pdf,"page:icaro-smart.php,lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php",R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 2 pagina(s) ['PRODUCT_PAGE'],"page:icaro-smart.php,lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php",H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:fichas/pistones-hidraulicos-p457.pdf,page:p45-7-piston-hidraulico-para-puerta-abatible.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:p45-7-piston-hidraulico-para-puerta-abatible.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:fichas/rmx-commercial-operator-brochure.pdf,page:operador-para-perfilados-comerciales-sel.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:operador-para-perfilados-comerciales-sel.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:fichas/rolling-service-doors-600-brochure.pdf,page:cortina-serie-600.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:cortina-serie-600.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:fichas/rolling-service-doors-625-brochure.pdf,page:cortina-serie-625.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:cortina-serie-625.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:fichas/rolling-sheet-doors-790-780-770-brochure.pdf,page:cortina-serie-790-cw.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:cortina-serie-790-cw.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:fichas/sectional-steel-door-2415-brochure.pdf,page:puertas-seccionales-de-acero-modelo-2415.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:puertas-seccionales-de-acero-modelo-2415.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:fichas/sectional-steel-door-model-150-brochure.pdf,"page:puertas-seccionales-de-acero-aisladas-thermospan-modelo-150.php,puertas-seccionales-de-acero-aisladas-thermospan.php",R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 2 pagina(s) ['PRODUCT_PAGE'],"page:puertas-seccionales-de-acero-aisladas-thermospan-modelo-150.php,puertas-seccionales-de-acero-aisladas-thermospan.ph",H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:fichas/sectional-thermacore-doors-592-599-brochure.pdf,page:puerta-seccional-de-acero-thermacore-serie-592.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:puerta-seccional-de-acero-thermacore-serie-592.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:fichas/security-grilles-670-671-brochure.pdf,page:cortina-de-seguridad-670.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:cortina-de-seguridad-670.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:fichas/security-grilles-670-671-brochure1.pdf,page:cortina-de-seguridad-671.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:cortina-de-seguridad-671.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:fichas/security-grilles-681-685-brochure.pdf,page:cortinas-ventiladas-685.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:cortinas-ventiladas-685.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/2012-10-11_1235.png,"page:doorlock.php,puertas-contra-rayos-x.php,puertas-peatonales-hospitales.php",R09_MEDIA_OWNER_PENDING,"PUBLIC_SOURCE desde 4 pagina(s) ['BRAND_PAGE', 'CATEGORY_PAGE', 'PRODUCT_PAGE']","page:doorlock.php,puertas-contra-rayos-x.php,puertas-peatonales-hospitales.php",H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/2018-04-04_1153-300x234.png,page:rampas-de-anden-mecanicas.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:rampas-de-anden-mecanicas.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/2025-08-21_12h27_43.png,page:icaro-smart.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:icaro-smart.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/2025-08-21_16h18_34.png,page:retenedores-de-vehiculos-automatico.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:retenedores-de-vehiculos-automatico.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/317.jpg,page:clopay.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['BRAND_PAGE'],page:clopay.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/Access-Pro.jpg,"page:operadores-para-puerta-abatible.php,operadores-para-puertas-ascendentes.php,operadores-para-puertas-corredizas-residenciales.php",R09_MEDIA_OWNER_PENDING,"PUBLIC_SOURCE desde 4 pagina(s) ['BRAND_PAGE', 'CATEGORY_PAGE']","page:operadores-para-puerta-abatible.php,operadores-para-puertas-ascendentes.php,operadores-para-puertas-corredizas-resi",H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/Cuadros_cortos_y_largos.png,page:coleccion-classic.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:coleccion-classic.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/Ditec-reset-imagen.jpg,page:rolli-zip.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:rolli-zip.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/Icaro.png,"page:bft-resp.php,bft.php,blue-giant.php",R09_MEDIA_OWNER_PENDING,"PUBLIC_SOURCE desde 7 pagina(s) ['BRAND_PAGE', 'CATEGORY_PAGE', 'PRODUCT_PAGE']","page:bft-resp.php,bft.php,blue-giant.php",H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/M_DockLeveler.png,page:rampa-niveladora-mecanica-blue-giant.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:rampa-niveladora-mecanica-blue-giant.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/M_DockLeveler_300px.png,"page:blue-giant.php,rampa-niveladora.php",R09_MEDIA_OWNER_PENDING,"PUBLIC_SOURCE desde 2 pagina(s) ['BRAND_PAGE', 'CATEGORY_PAGE']","page:blue-giant.php,rampa-niveladora.php",H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/PredaDoor-NXT-Door-1.jpg,page:rytec.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['BRAND_PAGE'],page:rytec.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/Puerta-contra-incendio.jpg,"page:centros-comerciales.php,contra-incendio.php,doorlock.php",R09_MEDIA_OWNER_PENDING,"PUBLIC_SOURCE desde 6 pagina(s) ['BRAND_PAGE', 'CATEGORY_PAGE', 'PRODUCT_PAGE']","page:centros-comerciales.php,contra-incendio.php,doorlock.php",H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/Puerta_Standar_Reforzada.png,"page:centros-comerciales.php,doorlock.php,puerta-estandar-reforzada.php",R09_MEDIA_OWNER_PENDING,"PUBLIC_SOURCE desde 5 pagina(s) ['BRAND_PAGE', 'CATEGORY_PAGE', 'PRODUCT_PAGE']","page:centros-comerciales.php,doorlock.php,puerta-estandar-reforzada.php",H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/Rampa-mecanica-Dockman.jpg,"page:dockman.php,rampa-niveladora.php",R09_MEDIA_OWNER_PENDING,"PUBLIC_SOURCE desde 2 pagina(s) ['BRAND_PAGE', 'CATEGORY_PAGE']","page:dockman.php,rampa-niveladora.php",H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/Rolli-Zip-1.jpg,page:rolli-zip.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:rolli-zip.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/STRONGARMHVR303.png,page:retenedor-vehiculos-hvr303.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:retenedor-vehiculos-hvr303.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/Sellos-Nacionales-1.jpeg,page:sellos-nacionales.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:sellos-nacionales.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/Sellos-Nacionales-2.jpeg,page:sellos-nacionales.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:sellos-nacionales.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/Sellos-Nacionales-3.jpeg,page:sellos-nacionales.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:sellos-nacionales.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/Sellos-Nacionales-4.jpeg,page:sellos-nacionales.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:sellos-nacionales.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/Sellos-Nacionales-5.jpeg,page:sellos-nacionales.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['PRODUCT_PAGE'],page:sellos-nacionales.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/Stationary-shelter.png,"page:sellos-para-anden.php,shelter-abrigo-estacionario-blue-giant.php",R09_MEDIA_OWNER_PENDING,"PUBLIC_SOURCE desde 2 pagina(s) ['CATEGORY_PAGE', 'PRODUCT_PAGE']","page:sellos-para-anden.php,shelter-abrigo-estacionario-blue-giant.php",H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/Stationary_Dock_Shelter_300px-1.jpg,page:blue-giant.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['BRAND_PAGE'],page:blue-giant.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
media,asset:images/StrongArm_HVR303_300px.jpg,page:retenedores-de-vehiculos.php,R09_MEDIA_OWNER_PENDING,PUBLIC_SOURCE desde 1 pagina(s) ['CATEGORY_PAGE'],page:retenedores-de-vehiculos.php,H3-D02c-PAGE-OWNERSHIP,Q01,Medio referenciado por pagina cuyo propietario final no esta decidido.
