product_id,product_name,php,name_exact,name_similarity,shared_image_hashes,shared_pdf_hashes,description_overlap,description_shingles,score,template
9,ColecciÃ³n Classicâ„¢ â€“ Serie Premium,coleccion-classic.php,True,1.0,4,1,0.927,96,18,detalle-estatico
9,ColecciÃ³n Classicâ„¢ â€“ Serie Premium,puertas-residenciales.php,True,1.0,0,0,0.927,96,9,detalle-estatico
9,ColecciÃ³n Classicâ„¢ â€“ Serie Premium,overhead-door.php,False,0.273,1,0,0.0,96,3.545,listado-marca
10,Cortina serie 600,cortina-serie-600.php,True,1.0,1,1,1.0,175,15,detalle-estatico
10,Cortina serie 600,cortinas-enrollables-industriales.php,False,0.486,1,0,0.0,175,3.973,listado-estatico
10,Cortina serie 600,centros-comerciales.php,False,0.333,1,0,0.0,175,3.667,listado-estatico
10,Cortina serie 600,overhead-door.php,False,0.133,1,0,0.0,175,3.267,listado-marca
10,Cortina serie 600,cortina-serie-610.php,False,0.941,0,0,0.16,175,1.882,detalle-estatico
11,Cortina serie 630-631-634-635,cortina-serie-630.php,True,1.0,1,1,1.0,329,15,detalle-estatico
11,Cortina serie 630-631-634-635,cortinas-enrollables-industriales.php,False,0.387,1,0,0.0,329,3.774,listado-estatico
11,Cortina serie 630-631-634-635,overhead-door.php,False,0.095,1,0,0.0,329,3.19,listado-marca
11,Cortina serie 630-631-634-635,cortina-serie-600.php,False,0.696,0,0,0.0,329,1.391,detalle-estatico
11,Cortina serie 630-631-634-635,cortina-serie-610.php,False,0.696,0,0,0.0,329,1.391,detalle-estatico
12,Operador comercial RHX,operador-comercial-rhx.php,True,1.0,1,1,1.0,592,15,detalle-estatico
12,Operador comercial RHX,overhead-door.php,False,0.4,1,0,0.0,592,3.8,listado-marca
12,Operador comercial RHX,operador-para-perfilados-comerciales-jst.php,False,0.815,0,0,0.115,592,1.63,detalle-estatico
12,Operador comercial RHX,operador-para-perfilados-comerciales-sel.php,False,0.778,0,0,0.025,592,1.556,detalle-estatico
12,Operador comercial RHX,operadores-para-puertas-de-mostrador-cdo.php,False,0.741,0,0,0.003,592,1.481,detalle-estatico
13,Fire Rated Doors FireStarÂ® Models 700 & 700c,fire-rated-doors-firestar-models-700-700c.php,True,1.0,1,1,0.988,422,15,detalle-estatico
13,Fire Rated Doors FireStarÂ® Models 700 & 700c,cortinas-enrollables-industriales.php,False,0.297,1,0,0.0,422,3.595,listado-estatico
13,Fire Rated Doors FireStarÂ® Models 700 & 700c,industrial.php,False,0.24,1,0,0.0,422,3.48,listado-estatico
13,Fire Rated Doors FireStarÂ® Models 700 & 700c,wayne-dalton.php,False,0.189,1,0,0.0,422,3.377,listado-marca
14,Puertas Seccionales de Acero Aisladas Thermospan Â® Modelo 150,puertas-seccionales-de-acero-aisladas-thermospan-modelo-150.php,True,1.0,1,1,0.973,552,15,detalle-estatico
14,Puertas Seccionales de Acero Aisladas Thermospan Â® Modelo 150,puertas-seccionales-de-acero-aisladas-thermospan.php,True,1.0,1,1,0.973,552,15,detalle-estatico
14,Puertas Seccionales de Acero Aisladas Thermospan Â® Modelo 150,wayne-dalton.php,False,0.113,1,0,0.007,552,3.225,listado-marca
14,Puertas Seccionales de Acero Aisladas Thermospan Â® Modelo 150,puertas-seccionales-de-acero-modelo-2415.php,False,0.768,0,0,0.007,552,1.535,detalle-estatico
14,Puertas Seccionales de Acero Aisladas Thermospan Â® Modelo 150,puerta-seccional-de-acero-thermacore-serie-592.php,False,0.704,0,0,0.004,552,1.407,detalle-estatico
15,Puertas seccionales de acero modelo 2415,puertas-seccionales-de-acero-modelo-2415.php,True,1.0,1,1,0.932,206,15,detalle-estatico
15,Puertas seccionales de acero modelo 2415,wayne-dalton.php,False,0.154,1,0,0.01,206,3.308,listado-marca
15,Puertas seccionales de acero modelo 2415,puertas-seccionales-de-acero-perfiles-426.php,False,0.815,0,0,0.0,206,1.63,detalle-estatico
15,Puertas seccionales de acero modelo 2415,puertas-seccionales-de-acero-thermacore-598-uso-liviano.php,False,0.8,0,0,0.0,206,1.6,detalle-estatico
15,Puertas seccionales de acero modelo 2415,puerta-seccional-de-acero-perfiles-418.php,False,0.795,0,0,0.0,206,1.59,detalle-estatico
16,ColecciÃ³n Modern Steelâ„¢,coleccion-modern-steel.php,True,1.0,3,1,0.947,304,18,detalle-estatico
16,ColecciÃ³n Modern Steelâ„¢,puertas-residenciales.php,True,1.0,0,0,0.944,304,9,detalle-estatico
16,ColecciÃ³n Modern Steelâ„¢,overhead-door.php,False,0.229,1,0,0.0,304,3.457,listado-marca
16,ColecciÃ³n Modern Steelâ„¢,wayne-dalton.php,False,0.176,1,0,0.0,304,3.353,listado-marca
16,ColecciÃ³n Modern Steelâ„¢,clopay.php,False,0.143,1,0,0.0,304,3.286,listado-marca
17,"ENERGY SERIES WITH INTELLICOREÂ® 3717 1 3/4â€³, 3720 /3724 / 3722",energy-series-with-intellicore-37171-3-4.php,True,1.0,1,2,0.973,298,18,detalle-estatico
17,"ENERGY SERIES WITH INTELLICOREÂ® 3717 1 3/4â€³, 3720 /3724 / 3722",clopay.php,False,0.032,1,0,0.013,298,3.065,listado-marca
17,"ENERGY SERIES WITH INTELLICOREÂ® 3717 1 3/4â€³, 3720 /3724 / 3722",energy-series-with-intellicore-3720-3724-3722.php,False,0.891,0,0,0.185,298,1.782,detalle-estatico
17,"ENERGY SERIES WITH INTELLICOREÂ® 3717 1 3/4â€³, 3720 /3724 / 3722",puertas-seccionales-de-acero-aisladas-thermospan-modelo-150.php,False,0.33,0,0,0.279,298,0.661,detalle-estatico
17,"ENERGY SERIES WITH INTELLICOREÂ® 3717 1 3/4â€³, 3720 /3724 / 3722",puertas-seccionales-de-acero-aisladas-thermospan.php,False,0.33,0,0,0.279,298,0.661,detalle-estatico
18,"Puertas de acero acanalado modelos 524, 524V, 524S",puerta-de-acero-acanalado-modelos-524.php,True,1.0,1,1,0.939,478,15,detalle-estatico
18,"Puertas de acero acanalado modelos 524, 524V, 524S",puerta-de-acero-acanalado.php,False,0.703,0,0,0.937,478,5.405,detalle-estatico
18,"Puertas de acero acanalado modelos 524, 524V, 524S",clopay.php,False,0.111,1,0,0.0,478,3.222,listado-marca
18,"Puertas de acero acanalado modelos 524, 524V, 524S",puertas-seccionales-de-acero-modelo-2415.php,False,0.614,0,0,0.0,478,1.227,detalle-estatico
19,ENERGY SERIES WITH INTELLICOREÂ® 3720 /3724 / 3722,energy-series-with-intellicore-3720-3724-3722.php,True,1.0,1,1,1.0,253,15,detalle-estatico
19,ENERGY SERIES WITH INTELLICOREÂ® 3720 /3724 / 3722,clopay.php,False,0.039,1,0,0.0,253,3.078,listado-marca
19,ENERGY SERIES WITH INTELLICOREÂ® 3720 /3724 / 3722,energy-series-with-intellicore-37171-3-4.php,False,0.891,0,0,0.217,253,1.782,detalle-estatico
19,ENERGY SERIES WITH INTELLICOREÂ® 3720 /3724 / 3722,puertas-seccionales-de-acero-aisladas-thermospan-modelo-150.php,False,0.346,0,0,0.241,253,0.692,detalle-estatico
19,ENERGY SERIES WITH INTELLICOREÂ® 3720 /3724 / 3722,puertas-seccionales-de-acero-aisladas-thermospan.php,False,0.346,0,0,0.241,253,0.692,detalle-estatico
20,ColecciÃ³n Modern Steelâ„¢,coleccion-modern-steel.php,True,1.0,3,1,0.947,304,18,detalle-estatico
20,ColecciÃ³n Modern Steelâ„¢,puertas-residenciales.php,True,1.0,0,0,0.944,304,9,detalle-estatico
20,ColecciÃ³n Modern Steelâ„¢,overhead-door.php,False,0.229,1,0,0.0,304,3.457,listado-marca
20,ColecciÃ³n Modern Steelâ„¢,wayne-dalton.php,False,0.176,1,0,0.0,304,3.353,listado-marca
20,ColecciÃ³n Modern Steelâ„¢,clopay.php,False,0.143,1,0,0.0,304,3.286,listado-marca
21,SHELTER ABRIGO ESTACIONARIO Blue Giant,shelter-abrigo-estacionario-blue-giant.php,True,1.0,0,2,1.0,205,15,detalle-estatico
21,SHELTER ABRIGO ESTACIONARIO Blue Giant,blue-giant.php,False,0.417,1,0,0.0,205,3.833,listado-marca
22,RETENEDOR DE VEHICULOS ( electrico) MOD HVR303 StrongArmâ„¢,retenedor-de-vehiculos.php,True,1.0,1,1,0.978,371,15,detalle-estatico
22,RETENEDOR DE VEHICULOS ( electrico) MOD HVR303 StrongArmâ„¢,retenedor-vehiculos-hvr303.php,False,0.705,0,0,1.0,371,5.41,detalle-estatico
22,RETENEDOR DE VEHICULOS ( electrico) MOD HVR303 StrongArmâ„¢,retenedores-de-vehiculos.php,False,0.571,1,0,0.0,371,4.143,listado-estatico
22,RETENEDOR DE VEHICULOS ( electrico) MOD HVR303 StrongArmâ„¢,equipos-y-accesorios-para-anden-de-carga.php,False,0.299,1,0,0.0,371,3.597,listado-estatico
22,RETENEDOR DE VEHICULOS ( electrico) MOD HVR303 StrongArmâ„¢,blue-giant.php,False,0.127,1,0,0.0,371,3.254,listado-marca
23,RAMPA NIVELADORA MECÃNICA BLUE GIANT,rampa-niveladora-mecanica-blue-giant.php,True,1.0,0,1,1.0,417,12,detalle-estatico
23,RAMPA NIVELADORA MECÃNICA BLUE GIANT,rampa-niveladora.php,False,0.615,0,0,0.0,417,1.231,listado-estatico
24,Rampas de AndÃ©n HidrÃ¡ulicas,rampas-de-anden-hidraulicas-kelley.php,True,1.0,1,1,0.908,316,15,detalle-estatico
24,Rampas de AndÃ©n HidrÃ¡ulicas,rampas-de-anden-hidraulicas.php,True,1.0,0,0,0.0,316,5,detalle-estatico
24,Rampas de AndÃ©n HidrÃ¡ulicas,equipos-y-accesorios-para-anden-de-carga.php,False,0.439,1,0,0.0,316,3.878,listado-estatico
24,Rampas de AndÃ©n HidrÃ¡ulicas,rampa-niveladora.php,False,0.419,1,0,0.0,316,3.837,listado-estatico
24,Rampas de AndÃ©n HidrÃ¡ulicas,kelley.php,False,0.121,1,0,0.0,316,3.242,listado-marca
25,RETENEDOR DE VEHICULOS STAR4,star4-vehicle-restraint.php,True,1.0,1,1,0.969,129,15,detalle-estatico
25,RETENEDOR DE VEHICULOS STAR4,retenedores-de-vehiculos.php,False,0.846,1,0,0.0,129,4.692,listado-estatico
25,RETENEDOR DE VEHICULOS STAR4,kelley.php,False,0.118,1,0,0.0,129,3.235,listado-marca
25,RETENEDOR DE VEHICULOS STAR4,retenedor-de-vehiculos.php,False,0.88,0,0,0.0,129,1.76,detalle-estatico
25,RETENEDOR DE VEHICULOS STAR4,retenedores-de-vehiculos-automatico.php,False,0.794,0,0,0.008,129,1.587,detalle-estatico
26,Puerta contra explosion,puerta-contra-explosion.php,True,1.0,2,1,1.0,292,18,detalle-estatico
26,Puerta contra explosion,contra-exposion.php,True,1.0,1,0,0.0,292,8,listado-estatico
26,Puerta contra explosion,puerta-contra-incendio.php,False,0.756,1,0,0.0,292,4.511,listado-estatico
26,Puerta contra explosion,doorlock.php,False,0.194,1,0,0.0,292,3.387,listado-marca
26,Puerta contra explosion,contra-incendio.php,False,0.739,0,0,0.0,292,1.478,listado-estatico
27,Accesorios,accesorios.php,True,1.0,1,1,1.0,21,15,detalle-estatico
27,Accesorios,receptor-para-control-vehiculos.php,False,0.341,1,0,0.0,21,3.683,listado-estatico
27,Accesorios,doorlock.php,False,0.333,1,0,0.0,21,3.667,listado-marca
28,Puertas blindadas,puertas-blindadas.php,True,1.0,2,2,1.0,244,21,detalle-estatico
28,Puertas blindadas,blindadas.php,False,0.938,1,0,0.0,244,4.875,listado-estatico
28,Puertas blindadas,puerta-contra-incendio.php,False,0.585,1,0,0.0,244,4.171,listado-estatico
28,Puertas blindadas,centros-comerciales.php,False,0.319,1,0,0.0,244,3.638,listado-estatico
28,Puertas blindadas,doorlock.php,False,0.16,1,0,0.0,244,3.32,listado-marca
29,Puertas contra incendio,puertas-contra-incendio.php,True,1.0,2,2,0,0,17,detalle-estatico
29,Puertas contra incendio,contra-incendio.php,True,1.0,1,0,0,0,8,listado-estatico
29,Puertas contra incendio,puerta-contra-incendio.php,False,0.979,1,0,0,0,4.957,listado-estatico
29,Puertas contra incendio,puertas-salida-emergencia.php,False,0.542,1,0,0,0,4.083,listado-estatico
29,Puertas contra incendio,centros-comerciales.php,False,0.429,1,0,0,0,3.857,listado-estatico
30,Puertas contra rayos x,puertas-contra-rayos-x.php,True,1.0,2,2,0.771,109,19,detalle-estatico
30,Puertas contra rayos x,puertas-peatonales-rayos-x.php,False,0.792,1,0,0.0,109,4.583,listado-estatico
30,Puertas contra rayos x,puertas-peatonales-hospitales.php,False,0.578,1,0,0.0,109,4.156,listado-estatico
30,Puertas contra rayos x,doorlock.php,False,0.133,1,0,0.0,109,3.267,listado-marca
30,Puertas contra rayos x,puerta-contra-incendio.php,False,0.739,0,0,0.0,109,1.478,listado-estatico
31,Puerta estÃ¡ndar,puerta-estandar.php,True,1.0,2,2,0,0,17,detalle-estatico
31,Puerta estÃ¡ndar,puertas-peatonales-estandar-y-reforzada.php,False,0.652,1,0,0,0,4.304,listado-estatico
31,Puerta estÃ¡ndar,doorlock.php,False,0.087,1,0,0,0,3.174,listado-marca
31,Puerta estÃ¡ndar,puerta-estandar-reforzada.php,False,0.75,0,0,0,0,1.5,detalle-estatico
31,Puerta estÃ¡ndar,1500-revolving-door.php,False,0.71,0,0,0,0,1.419,detalle-estatico
32,Puerta estÃ¡ndar reforzada,puerta-estandar-reforzada.php,True,1.0,2,2,0,0,17,detalle-estatico
32,Puerta estÃ¡ndar reforzada,puertas-peatonales-estandar-y-reforzada.php,False,0.893,1,0,0,0,4.786,listado-estatico
32,Puerta estÃ¡ndar reforzada,centros-comerciales.php,False,0.416,1,0,0,0,3.831,listado-estatico
32,Puerta estÃ¡ndar reforzada,puertas-salida-emergencia.php,False,0.36,1,0,0,0,3.72,listado-estatico
32,Puerta estÃ¡ndar reforzada,doorlock.php,False,0.182,1,0,0,0,3.364,listado-marca
33,Puerta Holandesa,puerta-holandesa.php,True,1.0,2,1,1.0,176,18,detalle-estatico
33,Puerta Holandesa,puertas-peatonales-tipo-holandesa.php,True,1.0,1,0,0.0,176,8,listado-estatico
33,Puerta Holandesa,1500-revolving-door.php,True,1.0,0,0,0.0,176,5,detalle-estatico
33,Puerta Holandesa,magic-fuerza-del-operador.php,True,1.0,0,0,0.0,176,5,detalle-estatico
33,Puerta Holandesa,puertas-y-fijos-louver.php,False,0.681,1,0,0.0,176,4.362,listado-estatico
34,Puerta para hospital,puerta-para-hospital.php,True,1.0,1,0,1.0,156,12,detalle-estatico
34,Puerta para hospital,puerta-holandesa.php,False,0.611,0,0,0.801,156,5.222,detalle-estatico
34,Puerta para hospital,puerta-contra-explosion.php,False,0.605,0,0,0.429,156,3.209,detalle-estatico
34,Puerta para hospital,puertas-peatonales-hospitales.php,False,0.93,0,0,0.0,156,1.86,listado-estatico
34,Puerta para hospital,puertas-rapidas.php,False,0.686,0,0,0.0,156,1.371,listado-estatico
35,Puerta y fijos Louver,puerta-y-fijos-louver.php,True,1.0,2,0,1.0,193,15,detalle-estatico
35,Puerta y fijos Louver,puertas-y-fijos-louver.php,False,0.977,0,0,0.0,193,1.953,listado-estatico
36,Fast-Seal Â®,fast-seal-high-performance-door.php,True,1.0,0,1,0.95,322,12,detalle-estatico
36,Fast-Seal Â®,rytec.php,False,0.286,1,0,0.0,322,3.571,listado-marca
37,PredaDoorÂ® NXTÂ® Door,predadoor-nxt-door.php,True,1.0,0,1,1.0,129,12,detalle-estatico
37,PredaDoorÂ® NXTÂ® Door,rytec.php,False,0.174,1,0,0.0,129,3.348,listado-marca
38,RÃPIDA ENROLLABLE INDUSTRIAL,rapida-enrollable-industrial.php,True,1.0,2,1,0.413,465,16,detalle-estatico
38,RÃPIDA ENROLLABLE INDUSTRIAL,rapida-apilable.php,True,1.0,0,0,0.105,465,5,detalle-estatico
38,RÃPIDA ENROLLABLE INDUSTRIAL,infraca-quality-doors.php,False,0.286,1,0,0.0,465,3.571,listado-marca
38,RÃPIDA ENROLLABLE INDUSTRIAL,cortina-plana.php,False,0.787,0,0,0.0,465,1.574,detalle-estatico
38,RÃPIDA ENROLLABLE INDUSTRIAL,cortinas-enrollables-industriales.php,False,0.787,0,0,0.0,465,1.574,listado-estatico
39,Puerta rÃ¡pida apilable,rapida-apilable.php,True,1.0,2,0,0.385,449,11,detalle-estatico
39,Puerta rÃ¡pida apilable,infraca-quality-doors.php,False,0.207,1,0,0.0,449,3.414,listado-marca
39,Puerta rÃ¡pida apilable,puertas-rapidas-enrollables.php,False,0.776,0,0,0.0,449,1.551,detalle-estatico
39,Puerta rÃ¡pida apilable,puertas-rapidas.php,False,0.703,0,0,0.0,449,1.405,listado-estatico
39,Puerta rÃ¡pida apilable,kronos-puertas-rapidas-de-sectores-modulares-autorreparable.php,False,0.667,0,0,0.0,449,1.333,detalle-estatico
40,ROLLI ZIP Puertas rÃ¡pidas enrollables autorreparabale,rolli-zip.php,True,1.0,1,1,0.973,372,15,detalle-estatico
40,ROLLI ZIP Puertas rÃ¡pidas enrollables autorreparabale,glg-porte-industriali.php,False,0.081,1,0,0.0,372,3.162,listado-marca
40,ROLLI ZIP Puertas rÃ¡pidas enrollables autorreparabale,kronos-puertas-rapidas-de-sectores-modulares-autorreparable.php,False,0.732,0,0,0.194,372,1.464,detalle-estatico
40,ROLLI ZIP Puertas rÃ¡pidas enrollables autorreparabale,puertas-rapidas-enrollables.php,False,0.675,0,0,0.0,372,1.35,detalle-estatico
40,ROLLI ZIP Puertas rÃ¡pidas enrollables autorreparabale,puertas-enrollables-de-garage.php,False,0.61,0,0,0.0,372,1.22,detalle-estatico
41,ALUMINA â€“ Puertas rÃ¡pidas autorreparable,kronos-puertas-rapidas-de-sectores-modulares-autorreparable.php,True,1.0,1,1,0.98,303,15,detalle-estatico
41,ALUMINA â€“ Puertas rÃ¡pidas autorreparable,puertas-rapidas.php,False,0.576,1,0,0.0,303,4.152,listado-estatico
41,ALUMINA â€“ Puertas rÃ¡pidas autorreparable,glg-porte-industriali.php,False,0.102,1,0,0.0,303,3.203,listado-marca
41,ALUMINA â€“ Puertas rÃ¡pidas autorreparable,rolli-zip.php,False,0.75,0,0,0.238,303,1.5,detalle-estatico
41,ALUMINA â€“ Puertas rÃ¡pidas autorreparable,rapida-apilable.php,False,0.667,0,0,0.0,303,1.333,detalle-estatico
42,VertiGO,vertigo.php,True,1.0,1,0,1.0,244,12,detalle-estatico
42,VertiGO,cortinas-enrollables-industriales.php,False,0.296,1,0,0.0,244,3.593,listado-estatico
42,VertiGO,glg-porte-industriali.php,False,0.214,1,0,0.0,244,3.429,listado-marca
42,VertiGO,comercial.php,False,0.625,0,0,0.0,244,1.25,listado-estatico
42,VertiGO,equipos-y-accesorios-para-anden-de-carga.php,False,0.625,0,0,0.0,244,1.25,listado-estatico
43,Lift Master Mod H,lift-master-mod-h.php,True,1.0,1,1,1.0,616,15,detalle-estatico
43,Lift Master Mod H,liftmaster-modh.php,True,1.0,1,0,1.0,616,12,detalle-estatico
43,Lift Master Mod H,lift-master.php,False,0.786,1,0,0.0,616,4.571,listado-marca
43,Lift Master Mod H,industrial.php,False,0.385,1,0,0.0,616,3.769,listado-estatico
43,Lift Master Mod H,operadores-puertas-seccionales-cortinas.php,False,0.187,1,0,0.0,616,3.373,listado-estatico
44,Barreras de estacionamiento MOOVI50RM,barreras-estacionamiento-moovi50rm.php,True,1.0,1,1,0.942,52,15,detalle-estatico
44,Barreras de estacionamiento MOOVI50RM,estacionamientos.php,False,0.566,1,0,0.0,52,4.132,listado-estatico
44,Barreras de estacionamiento MOOVI50RM,fraccionamientos-y-condominios.php,False,0.478,1,0,0.0,52,3.955,listado-estatico
44,Barreras de estacionamiento MOOVI50RM,centros-comerciales.php,False,0.382,1,0,0.0,52,3.764,listado-estatico
44,Barreras de estacionamiento MOOVI50RM,blue-giant.php,False,0.255,1,0,0.0,52,3.511,listado-marca
45,SERIE X130 Motor para cortina oculto,serie-x130-motor-para-cortina-oculto.php,True,1.0,1,1,1.0,10,11,detalle-estatico
45,SERIE X130 Motor para cortina oculto,cortinas-enrollables-industriales.php,True,1.0,0,0,0.0,10,5,listado-estatico
45,SERIE X130 Motor para cortina oculto,operadores-puertas-seccionales-cortinas.php,False,0.426,1,0,0.0,10,3.851,listado-estatico
45,SERIE X130 Motor para cortina oculto,bft-resp.php,False,0.267,1,0,0.0,10,3.533,listado-estatico
45,SERIE X130 Motor para cortina oculto,blue-giant.php,False,0.267,1,0,0.0,10,3.533,listado-marca
46,PHOBOS N Piston Electromecanico,phobos-n-piston-electromecanico.php,True,1.0,1,1,1.0,3,11,detalle-estatico
46,PHOBOS N Piston Electromecanico,puertas-rapidas-enrollables.php,True,1.0,0,0,0.0,3,5,detalle-estatico
46,PHOBOS N Piston Electromecanico,operadores-para-puerta-abatible.php,False,0.29,1,0,0.0,3,3.581,listado-estatico
46,PHOBOS N Piston Electromecanico,blue-giant.php,False,0.244,1,0,0.0,3,3.488,listado-marca
46,PHOBOS N Piston Electromecanico,bft-resp.php,False,0.15,1,0,0.0,3,3.3,listado-estatico
47,"P4,5-7 Piston Hidraulico para puerta abatible",p45-7-piston-hidraulico-para-puerta-abatible.php,True,1.0,1,1,1.0,34,15,detalle-estatico
47,"P4,5-7 Piston Hidraulico para puerta abatible",puertas-rapidas-enrollables.php,True,1.0,0,0,0.0,34,5,detalle-estatico
47,"P4,5-7 Piston Hidraulico para puerta abatible",icaro-smart.php,False,0.29,0,0,0.971,34,4.58,detalle-estatico
47,"P4,5-7 Piston Hidraulico para puerta abatible",operadores-para-puerta-abatible.php,False,0.658,1,0,0.0,34,4.316,listado-estatico
47,"P4,5-7 Piston Hidraulico para puerta abatible",operadores-puerta-abatible-industrial.php,False,0.658,1,0,0.0,34,4.316,listado-estatico
48,LUX 2B y Lux GV Piston hidraulico para puerta abatible,lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php,True,1.0,1,1,1.0,6,11,detalle-estatico
48,LUX 2B y Lux GV Piston hidraulico para puerta abatible,puertas-rapidas-enrollables.php,True,1.0,0,0,0.0,6,5,detalle-estatico
48,LUX 2B y Lux GV Piston hidraulico para puerta abatible,operadores-para-puerta-abatible.php,False,0.588,1,0,0.0,6,4.176,listado-estatico
48,LUX 2B y Lux GV Piston hidraulico para puerta abatible,operadores-puerta-abatible-industrial.php,False,0.588,1,0,0.0,6,4.176,listado-estatico
48,LUX 2B y Lux GV Piston hidraulico para puerta abatible,icaro-smart.php,False,0.256,0,1,0.0,6,3.513,detalle-estatico
49,ICARO SMART AC A2000 120,icaro-smart.php,True,1.0,1,1,1.0,51,15,detalle-estatico
49,ICARO SMART AC A2000 120,puertas-rapidas-enrollables.php,True,1.0,0,0,0.0,51,5,detalle-estatico
49,ICARO SMART AC A2000 120,operadores-para-puerta-corrediza-industrial.php,False,0.269,1,0,0.0,51,3.537,listado-estatico
49,ICARO SMART AC A2000 120,lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php,False,0.256,0,1,0.0,51,3.513,detalle-estatico
49,ICARO SMART AC A2000 120,estacionamientos.php,False,0.25,1,0,0.0,51,3.5,listado-estatico
