legacy_path,filename,detected_type,extension,used_by,usage_type,migrate,confidence,notes,file_ids,original_ids,sha256,duplicate_paths,direct_reference_count
fichas/commercial-aluminum-door-systems-brochure.pdf,commercial-aluminum-door-systems-brochure.pdf,application/pdf,.pdf,page:cortina-en-aluminio-serie-511-521.php,PDF_USED|EXACT_DUPLICATE_BYTES,SHOULD_MIGRATE,CONFIRMED,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas.",,,8dc41cef299a6fff42f35586d57cadf6d24bacbe36c327467c91a69dc4c6a8b3,system/files/images/productos/282c6618830434da376551106d0722c97a5f2416,1
fichas/CONTRA_EXPLOSION.pdf,CONTRA_EXPLOSION.pdf,application/pdf,.pdf,page:puerta-contra-explosion.php,PDF_USED|EXACT_DUPLICATE_BYTES,SHOULD_MIGRATE,CONFIRMED,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas.",,,9a08f21454a782eb1163d4fa3299460127e0fd4f65c856a250a493566171007c,system/files/images/productos/0a6fa9cbeb5ba8ba1eecd18bd2e8c2f28145f2c9,1
fichas/CORTINA-EUROPEA.pdf,CORTINA-EUROPEA.pdf,application/pdf,.pdf,page:cortina-europea.php,PDF_USED|EXACT_DUPLICATE_BYTES,SHOULD_MIGRATE,CONFIRMED,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas.",,,2376a9cde2c6e77709732af06375d56908e48f053c68bdcc762abab755b730c1,system/files/images/productos/6fd1dea200b4640b615b1e40838660d14a58c2fd,1
fichas/CORTINA-PLANA.pdf,CORTINA-PLANA.pdf,application/pdf,.pdf,page:cortina-plana.php,PDF_USED|EXACT_DUPLICATE_BYTES,SHOULD_MIGRATE,CONFIRMED,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas.",,,770b078388423c4fdbdc7ed9faaa4be00b714b97df53cd154913ddb22286c51c,system/files/images/productos/ae9af73339556620c5857321cb1a0400733819a0,1
fichas/Cortina-serie-610-620.pdf,Cortina-serie-610-620.pdf,application/pdf,.pdf,page:cortina-serie-610.php,PDF_USED|EXACT_DUPLICATE_BYTES,SHOULD_MIGRATE,CONFIRMED,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas.",,,da92b4c85c86a66b1cae255adcb4c0b61f75d37d36ef5272696bc922cd6ca838,system/files/images/productos/98b07de6dca4ad402a37385c485fb6999d5c3323,1
fichas/Fast-Seal_LIT020520_ES-2.pdf,Fast-Seal_LIT020520_ES-2.pdf,application/pdf,.pdf,page:fast-seal-high-performance-door.php,PDF_USED|EXACT_DUPLICATE_BYTES,SHOULD_MIGRATE,CONFIRMED,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas.",,,1c60f4dad940c2374e01206eb47e674ac1b696a580b516b470628bea19ae0217,system/files/images/productos/d0d4d97dd90ffb84dc80c08ad38dbb6eaf83b0fa,1
fichas/FICHATECNICASELLOSSOLMMER S.pdf,FICHATECNICASELLOSSOLMMER S.pdf,application/pdf,.pdf,,PDF_APPARENTLY_UNUSED|EXACT_DUPLICATE_BYTES,REVIEW,UNKNOWN,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas. Ausencia de referencia literal no demuestra desuso; puede haber carga dinamica o enlace externo.",,,cd285d83185641f354dfe46f4a8584978feb184c0ecba72cda056074da7b6502,system/files/images/productos/82a2c23ba681ca31f4eaa85dd863f90a9a54c405,0
fichas/fireking-fire-door-systems-brochure.pdf,fireking-fire-door-systems-brochure.pdf,application/pdf,.pdf,page:cortina-serie-630.php,PDF_USED|EXACT_DUPLICATE_BYTES,SHOULD_MIGRATE,CONFIRMED,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas.",,,34ebbadb7104fa3c4cf032992b972b56450598be15c824b011b6ec460e08af24,system/files/images/productos/d1800119e28d2f25ab78a9219e103ecc4fc8afb5,1
fichas/Folleto-de-Cortina-Enrollable-Wayne-Dalton-Firestar-700-2.pdf,Folleto-de-Cortina-Enrollable-Wayne-Dalton-Firestar-700-2.pdf,application/pdf,.pdf,page:fire-rated-doors-firestar-models-700-700c.php,PDF_USED|EXACT_DUPLICATE_BYTES,SHOULD_MIGRATE,CONFIRMED,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas.",,,6137445032abfcb7cd004f83e22ae56fd63defdf243609473eadad74cbde454f,system/files/images/productos/e973955577670d4ea61bd906a517dd878118831f,1
fichas/Icaro-smart-AC-Aes.pdf,Icaro-smart-AC-Aes.pdf,application/pdf,.pdf,,PDF_APPARENTLY_UNUSED,REVIEW,UNKNOWN,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas. Ausencia de referencia literal no demuestra desuso; puede haber carga dinamica o enlace externo.",,,59e03db70ddceee5c79478129ceeedde4a469893d60f00afe83c8c836040f6f4,,0
fichas/INFRACA-RAPIDA-ENROLLABLE.pdf,INFRACA-RAPIDA-ENROLLABLE.pdf,application/pdf,.pdf,page:rapida-enrollable-industrial.php,PDF_USED|EXACT_DUPLICATE_BYTES,SHOULD_MIGRATE,CONFIRMED,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas.",,,6450a489937fed37d19b6707d922e7225072d55cc62d9ab51eecaf322ef1bf7e,system/files/images/productos/d022de529fe9c4e48c5bf2c4652af466b87b3af6,1
fichas/INFRACA-RÁPIDA-APILABLE.pdf,INFRACA-RÁPIDA-APILABLE.pdf,application/pdf,.pdf,,PDF_APPARENTLY_UNUSED|EXACT_DUPLICATE_BYTES,REVIEW,UNKNOWN,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas. Ausencia de referencia literal no demuestra desuso; puede haber carga dinamica o enlace externo.",,,3cbecd21575cd3a16b2fe19c06211f899ac091ffe65912adc39cf06da2659d0b,system/files/images/productos/ad6778fc1e386c13476d2051b66e504deddd77d7,0
fichas/Kelley-Hydraulic-Dock-Leveler-Brochure_web.pdf,Kelley-Hydraulic-Dock-Leveler-Brochure_web.pdf,application/pdf,.pdf,page:rampas-de-anden-hidraulicas-kelley.php,PDF_USED|EXACT_DUPLICATE_BYTES,SHOULD_MIGRATE,CONFIRMED,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas.",,,d1af1d5b7a74f8bdda6761f7b3b30ccecec3bfd93fc5d966b2bb6bd202d0de27,system/files/images/productos/270dc5e4c6c6812ee093439acca26905e68f7d8d,1
fichas/Kelley-Vehicle-Restraint-Brochure_web.pdf,Kelley-Vehicle-Restraint-Brochure_web.pdf,application/pdf,.pdf,page:star4-vehicle-restraint.php,PDF_USED|EXACT_DUPLICATE_BYTES,SHOULD_MIGRATE,CONFIRMED,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas.",,,794bf802edd6b007822762dbe971367773fd1ac65b97c7f365be0daccfa75f7b,system/files/images/productos/19f248004fb1cc292955cdb0c5b339e8cd3eda3c,1
fichas/Lift-Master-H-Sell-Sheet-Spanish.pdf,Lift-Master-H-Sell-Sheet-Spanish.pdf,application/pdf,.pdf,page:lift-master-mod-h.php,PDF_USED|EXACT_DUPLICATE_BYTES,SHOULD_MIGRATE,CONFIRMED,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas.",,,a6dd74af993459d78b02cd208ce4b26d34dfab97a87c903ad757e39e6456de44,system/files/images/productos/d417331acf9a342ed7374017285970f68effabf4,1
fichas/lisos.pdf,lisos.pdf,application/pdf,.pdf,page:coleccion-modern-steel.php,PDF_USED|EXACT_DUPLICATE_BYTES,SHOULD_MIGRATE,CONFIRMED,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas.",,,9f243ab6101cecf78a08deb6c11900c1a017d409e6baa53c958cd13dc2f532e0,system/files/images/productos/1bc8deceeea60e7d404142cf859897e4e36ccc86,1
fichas/M-28R.pdf,M-28R.pdf,application/pdf,.pdf,page:energy-series-with-intellicore-37171-3-4.php,PDF_USED|EXACT_DUPLICATE_BYTES,SHOULD_MIGRATE,CONFIRMED,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas.",,,67f6755ea6dda16e29b80c476817018bf97a6f51857cdd5cdbc63dcbadafbb12,system/files/images/productos/b2588f4e4df68a23124a8dbc2b63374ec6959253,1
fichas/Minidock.pdf,Minidock.pdf,application/pdf,.pdf,page:labio-de-elevacion-mecanico-dockman.php,PDF_USED|EXACT_DUPLICATE_BYTES,SHOULD_MIGRATE,CONFIRMED,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas.",,,6bfaa082e153a9e1aa247302d321859177f5adff9d472ba8b662c766625fedec,system/files/images/productos/19f80382b0e81db9f5bed545ec25447045202956,1
fichas/moovi50rm.pdf,moovi50rm.pdf,application/pdf,.pdf,page:barreras-estacionamiento-moovi50rm.php,PDF_USED|EXACT_DUPLICATE_BYTES,SHOULD_MIGRATE,CONFIRMED,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas.",,,b40a5af2a94250cc800336c668821dd1f54f3f28f1c6ef3ed8f4a35beb3ed1cd,system/files/images/productos/9950f4930279c555f7be5fcc6d4382d10784836b,1
fichas/operador-cortina.pdf,operador-cortina.pdf,application/pdf,.pdf,page:operador-para-cortina-enrrollable-rsx.php,PDF_USED|EXACT_DUPLICATE_BYTES,SHOULD_MIGRATE,CONFIRMED,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas.",,,b88c0421334b4f965417ad715785a32900fb021b8cf40dda8fa72b9691b582c9,system/files/images/productos/06d1ac8df445fdad9cabf6a632e3c4363258b6ee,1
fichas/Operador-RHX-Folleto-comercial-para-cortina.pdf,Operador-RHX-Folleto-comercial-para-cortina.pdf,application/pdf,.pdf,page:operador-comercial-rhx.php,PDF_USED|EXACT_DUPLICATE_BYTES,SHOULD_MIGRATE,CONFIRMED,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas.",,,d630b67ab752292f6c750a6a907361c8f690af7133fc800e168a466af54f649f,system/files/images/productos/19f7bf0ad0bb2559064e677d3dd6e122358914cd,1
fichas/pistones-electromecanicos-phobos.pdf,pistones-electromecanicos-phobos.pdf,application/pdf,.pdf,page:phobos-n-piston-electromecanico.php,PDF_USED|EXACT_DUPLICATE_BYTES,SHOULD_MIGRATE,CONFIRMED,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas.",,,77e234519d4f3a3c241f93e06a3d4b3b6a3d2cb9501c85d225ee11e59a12a355,system/files/images/productos/28e179e98ded1fda52f4c0c570e252ee83a7e709,1
fichas/pistones-hidraulicos-lux.pdf,pistones-hidraulicos-lux.pdf,application/pdf,.pdf,page:icaro-smart.php|page:lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php,PDF_USED|EXACT_DUPLICATE_BYTES,SHOULD_MIGRATE,CONFIRMED,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas.",,,e947afb09fafdbf6cd5e566803fba0501ef0c4833bbd39fb31921c074783c5c0,system/files/images/productos/8afd449897be23fa417b449c587ed9dd11093a1d,2
fichas/pistones-hidraulicos-p457.pdf,pistones-hidraulicos-p457.pdf,application/pdf,.pdf,page:p45-7-piston-hidraulico-para-puerta-abatible.php,PDF_USED|EXACT_DUPLICATE_BYTES,SHOULD_MIGRATE,CONFIRMED,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas.",,,23c78a5126bd5807af19f25a172f1fcebe9a4423ca46adce181ca18a6956da8c,system/files/images/productos/f11bb20047186203a5dd29076b6697e6cf181d69,1
fichas/Predadoor_NXT_LIT020720_ES.pdf,Predadoor_NXT_LIT020720_ES.pdf,application/pdf,.pdf,page:predadoor-nxt-door.php,PDF_USED|EXACT_DUPLICATE_BYTES,SHOULD_MIGRATE,CONFIRMED,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas.",,,0eb232313702b26e571a57d872fbef0a85b66ec7c71a0ad66e7237c492ab0077,system/files/images/productos/e7558238c56779a33c10c7770146c9f7017bd375,1
fichas/puerta-420.pdf,puerta-420.pdf,application/pdf,.pdf,page:puertas-seccionales-de-acero-sin-aislamiento-420-uso-pesado.php,PDF_USED|EXACT_DUPLICATE_BYTES,SHOULD_MIGRATE,CONFIRMED,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas.",,,932c44b3440fe52b0a4a097d1dda45adf7bc37d67b5a84753bb6c3526ceb33ff,system/files/images/productos/9856266836c012c90673224e9379a1a7f4b32389,1
fichas/puerta-424.pdf,puerta-424.pdf,application/pdf,.pdf,page:puerta-seccional-de-acero-sin-aislamiento-424-uso-pesado.php,PDF_USED|EXACT_DUPLICATE_BYTES,SHOULD_MIGRATE,CONFIRMED,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas.",,,0a7193edcd8929ac114043fcbffb8e53109ce4363f062cb269f2062ce9e1b4f8,fichas/puerta-430.pdf|system/files/images/productos/639b9801fe440dcd2179c23cca14401710c5e7e0,1
fichas/puerta-430.pdf,puerta-430.pdf,application/pdf,.pdf,page:puert-seccional-de-acero-sin-aislamiento-430-uso-medio.php,PDF_USED|EXACT_DUPLICATE_BYTES,SHOULD_MIGRATE,CONFIRMED,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas.",,,0a7193edcd8929ac114043fcbffb8e53109ce4363f062cb269f2062ce9e1b4f8,fichas/puerta-424.pdf|system/files/images/productos/639b9801fe440dcd2179c23cca14401710c5e7e0,1
fichas/puerta-521.pdf,puerta-521.pdf,application/pdf,.pdf,page:puertas-seccionales-de-aluminio-521.php,PDF_USED|EXACT_DUPLICATE_BYTES,SHOULD_MIGRATE,CONFIRMED,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas.",,,e8ac9a72e867f60aa21665abd004640f2fac4e477b025eae8b7b9a8ae7222e01,system/files/images/productos/7cf4babfab2712e41d6fd1c050f5c31b604c97ae,1
fichas/Puerta-Blindada1.pdf,Puerta-Blindada1.pdf,application/pdf,.pdf,page:puertas-blindadas.php,PDF_USED|EXACT_DUPLICATE_BYTES,SHOULD_MIGRATE,CONFIRMED,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas.",,,4ec794042a285b8b5f064d051eab443324c24f061d3f9f77073811c07b280b7e,system/files/images/productos/9042045b07cea65fac66d1763d8fcc92b235b906,1
fichas/Puerta-Estandar-Reforzada-Door-Lock.pdf,Puerta-Estandar-Reforzada-Door-Lock.pdf,application/pdf,.pdf,page:puerta-estandar-reforzada.php,PDF_USED|EXACT_DUPLICATE_BYTES,SHOULD_MIGRATE,CONFIRMED,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas.",,,139a64480264a51363a69a0226db6c50011778bdada4f76338eea90c9b9e5048,system/files/images/productos/3ba705421037a3956e500eec0062dec52829cea4,1
fichas/Puerta-Holandesa-Door-Lock.pdf,Puerta-Holandesa-Door-Lock.pdf,application/pdf,.pdf,page:puerta-holandesa.php,PDF_USED|EXACT_DUPLICATE_BYTES,SHOULD_MIGRATE,CONFIRMED,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas.",,,71fe19113ba1fd801e7a0717da7ffc7ed1de028a2d5ed7fe00d5e69eea6b2492,system/files/images/productos/2cf9dcb700d1e35a5125093d4f22ff6952d4ebd0,1
fichas/Puerta-incendio-Door-Loock.pdf,Puerta-incendio-Door-Loock.pdf,application/pdf,.pdf,page:puertas-contra-incendio.php,PDF_USED|EXACT_DUPLICATE_BYTES,SHOULD_MIGRATE,CONFIRMED,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas.",,,62ef03aa1d4a38bc2664c0867236fd167ec3e8a9f1e65920f07eab39a773de60,system/files/images/productos/300d21c729a7df172ac9f070a9b7485e88f8b038,1
fichas/Puerta-Rayos-X-fabricación.pdf,Puerta-Rayos-X-fabricación.pdf,application/pdf,.pdf,page:puertas-contra-rayos-x.php,PDF_USED|EXACT_DUPLICATE_BYTES,SHOULD_MIGRATE,CONFIRMED,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas.",,,7d4bac28a6ec0ae0be6a31e31a41560a81cfb5e4bf1f3d3d6eaacbd499b45db7,system/files/images/productos/adc000b103f864f06d51740c630158e411050fa1,1
fichas/puerta-seccional-418.pdf,puerta-seccional-418.pdf,application/pdf,.pdf,page:puerta-seccional-de-acero-perfiles-418.php,PDF_USED|EXACT_DUPLICATE_BYTES,SHOULD_MIGRATE,CONFIRMED,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas.",,,a922b6ce9f9ca80b565a3b24be27a086f555aa305db9b9135443c079d93255df,fichas/puerta-seccional-422.pdf|system/files/images/productos/7ab52eec612af22d23a62f849479371ebf1c2f22,1
fichas/puerta-seccional-422.pdf,puerta-seccional-422.pdf,application/pdf,.pdf,page:puerta-seccionabl-acero-perfiles-422-uso-pesado.php,PDF_USED|EXACT_DUPLICATE_BYTES,SHOULD_MIGRATE,CONFIRMED,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas.",,,a922b6ce9f9ca80b565a3b24be27a086f555aa305db9b9135443c079d93255df,fichas/puerta-seccional-418.pdf|system/files/images/productos/7ab52eec612af22d23a62f849479371ebf1c2f22,1
fichas/puerta-seccional-426.pdf,puerta-seccional-426.pdf,application/pdf,.pdf,page:puertas-seccionales-de-acero-perfiles-426.php,PDF_USED|EXACT_DUPLICATE_BYTES,SHOULD_MIGRATE,CONFIRMED,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas.",,,703eb6311aaedddf3dd24a8e6b75089463317352f174f672c8d5002e3dfd574f,fichas/puerta-seccional-432.pdf|system/files/images/productos/3af12bf12f61eda51a19d1e8af3cefc05878f484,1
fichas/puerta-seccional-432.pdf,puerta-seccional-432.pdf,application/pdf,.pdf,page:puerta-seccional-de-acero-perfiles-432-uso-medio.php,PDF_USED|EXACT_DUPLICATE_BYTES,SHOULD_MIGRATE,CONFIRMED,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas.",,,703eb6311aaedddf3dd24a8e6b75089463317352f174f672c8d5002e3dfd574f,fichas/puerta-seccional-426.pdf|system/files/images/productos/3af12bf12f61eda51a19d1e8af3cefc05878f484,1
fichas/Puerta-Standar-Folleto.pdf,Puerta-Standar-Folleto.pdf,application/pdf,.pdf,page:puerta-estandar.php,PDF_USED|EXACT_DUPLICATE_BYTES,SHOULD_MIGRATE,CONFIRMED,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas.",,,c9216939c05693f76f5accc0c909fee7c48db9cb8f2b5997dbedaed4032f3124,system/files/images/productos/39c267d9d6655665608d4e1a6dd7d33a17e93e8d,1
fichas/Puerta-Standar-Reforzada-folleto.pdf,Puerta-Standar-Reforzada-folleto.pdf,application/pdf,.pdf,page:puerta-estandar-reforzada.php,PDF_USED|EXACT_DUPLICATE_BYTES,SHOULD_MIGRATE,CONFIRMED,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas.",,,65e1847b24421b276ac853a1e73fc6bfbf667b626bf320636e00ecd9de65be7b,system/files/images/productos/aa57141f525e4c01f137d26858f1477e6d6a0a8c,1
fichas/puerta-thermacore-593.pdf,puerta-thermacore-593.pdf,application/pdf,.pdf,page:puerta-seccional-de-acero-thermacore-593-uso-medio.php,PDF_USED|EXACT_DUPLICATE_BYTES,SHOULD_MIGRATE,CONFIRMED,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas.",,,7e501c26a5bfc0c02da8899de34a0b6a2bef31bbb42c2124a5c3995ad803a3ee,fichas/puerta-thermacore-594.pdf|system/files/images/productos/7baea774c5fc4abe3735d40fdf16e84f1e3521ef,1
fichas/puerta-thermacore-594.pdf,puerta-thermacore-594.pdf,application/pdf,.pdf,page:puerta-seccional-de-acero-thermacore-594-uso-medio.php,PDF_USED|EXACT_DUPLICATE_BYTES,SHOULD_MIGRATE,CONFIRMED,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas.",,,7e501c26a5bfc0c02da8899de34a0b6a2bef31bbb42c2124a5c3995ad803a3ee,fichas/puerta-thermacore-593.pdf|system/files/images/productos/7baea774c5fc4abe3735d40fdf16e84f1e3521ef,1
fichas/puerta-thermacore-595.pdf,puerta-thermacore-595.pdf,application/pdf,.pdf,page:puerta-seccional-de-acero-thermacore-595-uso-pesado.php,PDF_USED,SHOULD_MIGRATE,CONFIRMED,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas.",,,8e4b232791099c29a4616cae17d42ee1c8c9637af06f83e25a640505a91026b2,,1
fichas/Puertas-contra-incendio.pdf,Puertas-contra-incendio.pdf,application/pdf,.pdf,page:puertas-contra-incendio.php,PDF_USED|EXACT_DUPLICATE_BYTES,SHOULD_MIGRATE,CONFIRMED,"Referencias estaticas/SQL, no prueba de trafico ni render. Igual hash no autoriza eliminar rutas.",,,2813d6d1e7365e61901aa76af1484a886da7421e38cd4bac9c26b07273ddf066,system/files/images/productos/8d7521a7a170e8ac85e5da1dd301ca17c0c24d71,1
