source_namespace,source_key,legacy_id,legacy_file,legacy_url,source_classification,wordpress_object_type,wordpress_internal_name,target_candidate_key,proposed_action,decision_status,execution_approved,confidence,source_hash,evidence,notes
sql.productos,sql:productos:11,11,cortina-serie-630.php,https://puertasyserviciosindustriales.com/cortina-serie-630.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:cortina-serie-630.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,3ab5b0e502c03d6b7b18fa8aed4879b2436baa83ceabf5a8a39670b203ecb057,docs/migration/product-master.csv#11,MERGE only after approval; no automatic entity deduplication.
sql.productos,sql:productos:12,12,operador-comercial-rhx.php,https://puertasyserviciosindustriales.com/operador-comercial-rhx.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:operador-comercial-rhx.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,f36de9ea932847f67bfc27b705c57a9cc079004a4a1639edac14c07a47c9fc4c,docs/migration/product-master.csv#12,MERGE only after approval; no automatic entity deduplication.
sql.productos,sql:productos:13,13,fire-rated-doors-firestar-models-700-700c.php,https://puertasyserviciosindustriales.com/fire-rated-doors-firestar-models-700-700c.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:fire-rated-doors-firestar-models-700-700c.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,920a664d22e372a88c82ffb722fd0cbbbff4bf5ce8d0c55e373bda35c1181213,docs/migration/product-master.csv#13,MERGE only after approval; no automatic entity deduplication.
sql.productos,sql:productos:14,14,puertas-seccionales-de-acero-aisladas-thermospan-modelo-150.php,https://puertasyserviciosindustriales.com/puertas-seccionales-de-acero-aisladas-thermospan-modelo-150.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:puertas-seccionales-de-acero-aisladas-thermospan-modelo-150.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,1eed748ec36707b178f2456aae50777907390179055ea4885fc6339367c8a192,docs/migration/product-master.csv#14,"MERGE only after approval; no automatic entity deduplication. CONFLICT: marcas candidatas 2,3; asignacion SQL no equivale a fabricante verificado; Multiples PHP relacionados; alias_candidate_files no implica redirect aprobado"
sql.productos,sql:productos:15,15,puertas-seccionales-de-acero-modelo-2415.php,https://puertasyserviciosindustriales.com/puertas-seccionales-de-acero-modelo-2415.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:puertas-seccionales-de-acero-modelo-2415.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,fd1792a33d685be453dfe4b7bffcfeb84d10b38bc01ad335a9be613df945f41b,docs/migration/product-master.csv#15,MERGE only after approval; no automatic entity deduplication.
sql.productos,sql:productos:16,16,coleccion-modern-steel.php,https://puertasyserviciosindustriales.com/coleccion-modern-steel.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:coleccion-modern-steel.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,a5e6a901e4185746f27cd3dcfbc19e1b5e92bab496e39c4f99a326b3efc24f9b,docs/migration/product-master.csv#16,"MERGE only after approval; no automatic entity deduplication. CONFLICT: marcas candidatas 1,2,3; asignacion SQL no equivale a fabricante verificado"
sql.productos,sql:productos:17,17,energy-series-with-intellicore-37171-3-4.php,https://puertasyserviciosindustriales.com/energy-series-with-intellicore-37171-3-4.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:energy-series-with-intellicore-37171-3-4.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,cfbdae5e275deaf08fe6fe0b0d9d7d707e009153a84134fc1bffe7cfc56759f8,docs/migration/product-master.csv#17,MERGE only after approval; no automatic entity deduplication.
sql.productos,sql:productos:18,18,puerta-de-acero-acanalado-modelos-524.php,https://puertasyserviciosindustriales.com/puerta-de-acero-acanalado-modelos-524.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:puerta-de-acero-acanalado-modelos-524.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,e7cb64dba685f4561f8e92e0b9147491b59e1560ec77d16f95bcc94ae9a98907,docs/migration/product-master.csv#18,MERGE only after approval; no automatic entity deduplication. Multiples PHP relacionados; alias_candidate_files no implica redirect aprobado
sql.productos,sql:productos:19,19,energy-series-with-intellicore-3720-3724-3722.php,https://puertasyserviciosindustriales.com/energy-series-with-intellicore-3720-3724-3722.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:energy-series-with-intellicore-3720-3724-3722.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,3b0e0371c75b5c94f20f5164f8d752e8bd6859bfb5b27aeefea9db5ed00b31ed,docs/migration/product-master.csv#19,MERGE only after approval; no automatic entity deduplication.
sql.productos,sql:productos:20,20,coleccion-modern-steel.php,https://puertasyserviciosindustriales.com/coleccion-modern-steel.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:coleccion-modern-steel.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,f061ba991c89368eb45ddd91daa2545c339f12dfe9d7bcb04023cddc9cff749b,docs/migration/product-master.csv#20,"MERGE only after approval; no automatic entity deduplication. CONFLICT: marcas candidatas 1,2,3; asignacion SQL no equivale a fabricante verificado"
sql.productos,sql:productos:21,21,shelter-abrigo-estacionario-blue-giant.php,https://puertasyserviciosindustriales.com/shelter-abrigo-estacionario-blue-giant.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:shelter-abrigo-estacionario-blue-giant.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,1d9b646883c5d8b13da1d2d3ad4fa55742a41f90499f8b728e39e542159bb616,docs/migration/product-master.csv#21,MERGE only after approval; no automatic entity deduplication.
sql.productos,sql:productos:22,22,retenedor-de-vehiculos.php,https://puertasyserviciosindustriales.com/retenedor-de-vehiculos.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:retenedor-de-vehiculos.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,e0ff38b7e4e2697584802044ec41cdde51b7597c7d94ac463c00d245527668df,docs/migration/product-master.csv#22,MERGE only after approval; no automatic entity deduplication.
sql.productos,sql:productos:23,23,rampa-niveladora-mecanica-blue-giant.php,https://puertasyserviciosindustriales.com/rampa-niveladora-mecanica-blue-giant.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:rampa-niveladora-mecanica-blue-giant.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,2b417ed7738739b0be32c96db0bdfee5f45448b9676b722446bd192028472b76,docs/migration/product-master.csv#23,MERGE only after approval; no automatic entity deduplication.
sql.productos,sql:productos:24,24,rampas-de-anden-hidraulicas-kelley.php,https://puertasyserviciosindustriales.com/rampas-de-anden-hidraulicas-kelley.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:rampas-de-anden-hidraulicas-kelley.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,8b7a35ae6cd244852da3befa99cae75697ab9689eaec0aa122f703c682ac361a,docs/migration/product-master.csv#24,MERGE only after approval; no automatic entity deduplication.
sql.productos,sql:productos:25,25,star4-vehicle-restraint.php,https://puertasyserviciosindustriales.com/star4-vehicle-restraint.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:star4-vehicle-restraint.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,638df0a8f64a83375f0bcaf9a66b070ce609ee9eb92c85ee94e9b2f5ec99378b,docs/migration/product-master.csv#25,MERGE only after approval; no automatic entity deduplication.
sql.productos,sql:productos:26,26,puerta-contra-explosion.php,https://puertasyserviciosindustriales.com/puerta-contra-explosion.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:puerta-contra-explosion.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,9a8a9f4417ad32f7d8e142b8c378b9a6865ff55432862755def04bd5e98f3064,docs/migration/product-master.csv#26,MERGE only after approval; no automatic entity deduplication.
sql.productos,sql:productos:27,27,accesorios.php,https://puertasyserviciosindustriales.com/accesorios.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:accesorios.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,42b0214ab317fb489ef3c777f9fa6f6d56d2c9edcca9a0571f00f628805c8b29,docs/migration/product-master.csv#27,MERGE only after approval; no automatic entity deduplication.
sql.productos,sql:productos:28,28,puertas-blindadas.php,https://puertasyserviciosindustriales.com/puertas-blindadas.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:puertas-blindadas.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,fd4ef93e7f5ee8baff801421e6bbb2473d0cbb7b8530cfa90dfced569a98b1bf,docs/migration/product-master.csv#28,MERGE only after approval; no automatic entity deduplication.
sql.productos,sql:productos:29,29,puertas-contra-incendio.php,https://puertasyserviciosindustriales.com/puertas-contra-incendio.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:puertas-contra-incendio.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,72783134c9b0522960f4a587bf43bc9d7e24019383f13b861b83dc6f6b787721,docs/migration/product-master.csv#29,MERGE only after approval; no automatic entity deduplication.
sql.productos,sql:productos:30,30,puertas-contra-rayos-x.php,https://puertasyserviciosindustriales.com/puertas-contra-rayos-x.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:puertas-contra-rayos-x.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,9d9c319aeae8e17f225c660d3fa6cbc0e9d0d758ce3a67fdebc8890f81f9c718,docs/migration/product-master.csv#30,MERGE only after approval; no automatic entity deduplication.
sql.productos,sql:productos:31,31,puerta-estandar.php,https://puertasyserviciosindustriales.com/puerta-estandar.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:puerta-estandar.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,7d73f0d374cebb34e1d307ce13b8b7ebd66d8f811b4450662504a2333daf347a,docs/migration/product-master.csv#31,MERGE only after approval; no automatic entity deduplication.
sql.productos,sql:productos:32,32,puerta-estandar-reforzada.php,https://puertasyserviciosindustriales.com/puerta-estandar-reforzada.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:puerta-estandar-reforzada.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,d31d06b79197fa7d48b314097ed2f6bce60bf16d9ef79df4d499c89859a3063a,docs/migration/product-master.csv#32,MERGE only after approval; no automatic entity deduplication.
sql.productos,sql:productos:33,33,puerta-holandesa.php,https://puertasyserviciosindustriales.com/puerta-holandesa.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:puerta-holandesa.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,8b853343b52f07e17fc44358fd3245bd8fe13ae5bc4715ed84edb587f8753627,docs/migration/product-master.csv#33,MERGE only after approval; no automatic entity deduplication. Tambien enlazado desde grid Louver; no prueba que sea producto Louver
sql.productos,sql:productos:34,34,puerta-para-hospital.php,https://puertasyserviciosindustriales.com/puerta-para-hospital.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:puerta-para-hospital.php,MIGRATE,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,9d9d0d896ca97593297a4aa9d8955402979db5fac496dc4ecd4087b22d3d8c02,docs/migration/product-master.csv#34,MERGE only after approval; no automatic entity deduplication.
sql.productos,sql:productos:35,35,puerta-y-fijos-louver.php,https://puertasyserviciosindustriales.com/puerta-y-fijos-louver.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:puerta-y-fijos-louver.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,99131591b7f095283370eace206871f76607688d94bf3798c77d1c5f2ac4615f,docs/migration/product-master.csv#35,MERGE only after approval; no automatic entity deduplication.
sql.productos,sql:productos:36,36,fast-seal-high-performance-door.php,https://puertasyserviciosindustriales.com/fast-seal-high-performance-door.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:fast-seal-high-performance-door.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,48e5b35644f0fa584b062711b5e9d4ce111d1cc0315f3539c37d9c0dc4e2e77c,docs/migration/product-master.csv#36,MERGE only after approval; no automatic entity deduplication.
sql.productos,sql:productos:37,37,predadoor-nxt-door.php,https://puertasyserviciosindustriales.com/predadoor-nxt-door.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:predadoor-nxt-door.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,3e4fa854692499805412d17454eb46885072cd0f0170c7289998e1e9dfcc14ef,docs/migration/product-master.csv#37,MERGE only after approval; no automatic entity deduplication.
sql.productos,sql:productos:38,38,rapida-enrollable-industrial.php,https://puertasyserviciosindustriales.com/rapida-enrollable-industrial.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:rapida-enrollable-industrial.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,6ec3a84c3f12580c798386aac3b8e2364c06c463c1884ff1e3ce2dd54f20d9df,docs/migration/product-master.csv#38,MERGE only after approval; no automatic entity deduplication.
sql.productos,sql:productos:39,39,rapida-apilable.php,https://puertasyserviciosindustriales.com/rapida-apilable.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:rapida-apilable.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,0e647d64af03727c1f33d31ef1f7eae7a97a7182fb83d1d59536f9c58c0bb8c9,docs/migration/product-master.csv#39,MERGE only after approval; no automatic entity deduplication.
sql.productos,sql:productos:40,40,rolli-zip.php,https://puertasyserviciosindustriales.com/rolli-zip.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:rolli-zip.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,a86cf37ab64cd58a0374db2ed34a5f0c6a0d70405fe0142520ee528145b12315,docs/migration/product-master.csv#40,MERGE only after approval; no automatic entity deduplication.
sql.productos,sql:productos:41,41,kronos-puertas-rapidas-de-sectores-modulares-autorreparable.php,https://puertasyserviciosindustriales.com/kronos-puertas-rapidas-de-sectores-modulares-autorreparable.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:kronos-puertas-rapidas-de-sectores-modulares-autorreparable.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,4e240c636b0704e67343e16f09267d0fcb6302414bd4030837aa4c13034ec37d,docs/migration/product-master.csv#41,MERGE only after approval; no automatic entity deduplication.
sql.productos,sql:productos:42,42,vertigo.php,https://puertasyserviciosindustriales.com/vertigo.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:vertigo.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,4481f63993cd063858369ec0cb9e36bf93bd20b6ee8a813549a36773f616353a,docs/migration/product-master.csv#42,MERGE only after approval; no automatic entity deduplication.
sql.productos,sql:productos:43,43,lift-master-mod-h.php,https://puertasyserviciosindustriales.com/lift-master-mod-h.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:lift-master-mod-h.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,d97a150db3ae470b15a8231836c6bad7d9619b0856f93768ae832a35a1a06827,docs/migration/product-master.csv#43,"MERGE only after approval; no automatic entity deduplication. CONFLICT: marcas candidatas 4,11; asignacion SQL no equivale a fabricante verificado; Multiples PHP relacionados; alias_candidate_files no implica redirect aprobado"
sql.productos,sql:productos:44,44,barreras-estacionamiento-moovi50rm.php,https://puertasyserviciosindustriales.com/barreras-estacionamiento-moovi50rm.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:barreras-estacionamiento-moovi50rm.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,845b92b0d14813f19a830b94959705ab3d535f99c43ddf401c0bb7cb1a353233,docs/migration/product-master.csv#44,"MERGE only after approval; no automatic entity deduplication. CONFLICT: marcas candidatas 4,12; asignacion SQL no equivale a fabricante verificado"
sql.productos,sql:productos:45,45,serie-x130-motor-para-cortina-oculto.php,https://puertasyserviciosindustriales.com/serie-x130-motor-para-cortina-oculto.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:serie-x130-motor-para-cortina-oculto.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,1a258ba2a7092a926ca3bd8500f85117ba8d840a0cdd6e61f4d2406db258b82b,docs/migration/product-master.csv#45,MERGE only after approval; no automatic entity deduplication.
sql.productos,sql:productos:46,46,phobos-n-piston-electromecanico.php,https://puertasyserviciosindustriales.com/phobos-n-piston-electromecanico.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:phobos-n-piston-electromecanico.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,0645f29de500ca3851c2906dde612a3f347e5d4c2e53264aa687ba75beb3c908,docs/migration/product-master.csv#46,MERGE only after approval; no automatic entity deduplication.
sql.productos,sql:productos:47,47,p45-7-piston-hidraulico-para-puerta-abatible.php,https://puertasyserviciosindustriales.com/p45-7-piston-hidraulico-para-puerta-abatible.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:p45-7-piston-hidraulico-para-puerta-abatible.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,8847f09c33cb688c95bd5d85004931ee95d23a80fadb9b7db019f9e433a84ae1,docs/migration/product-master.csv#47,MERGE only after approval; no automatic entity deduplication.
sql.productos,sql:productos:48,48,lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php,https://puertasyserviciosindustriales.com/lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,c1f5545c59726bdb01d68ad9e68dbfe818dcc3781388d7db9b6f36495c03db58,docs/migration/product-master.csv#48,MERGE only after approval; no automatic entity deduplication.
sql.productos,sql:productos:49,49,icaro-smart.php,https://puertasyserviciosindustriales.com/icaro-smart.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:icaro-smart.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,a3343edf0924f54ba88ee828555331f540596aa460ad535f400c7e5ea6bf259e,docs/migration/product-master.csv#49,MERGE only after approval; no automatic entity deduplication.
sql.productos,sql:productos:50,50,puertas-industriales-dockman.php,https://puertasyserviciosindustriales.com/puertas-industriales-dockman.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:puertas-industriales-dockman.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,d7243e60f90f515e5e1810bebf49f9c49a01a601a9f608c3afdf56ff50c67e82,docs/migration/product-master.csv#50,MERGE only after approval; no automatic entity deduplication.
sql.productos,sql:productos:51,51,labio-de-elevacion-mecanico-dockman.php,https://puertasyserviciosindustriales.com/labio-de-elevacion-mecanico-dockman.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:labio-de-elevacion-mecanico-dockman.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,093d91367e99d40d616fe9b734b308c79fb81693f909b66d9d8fb8ad61a770c8,docs/migration/product-master.csv#51,MERGE only after approval; no automatic entity deduplication.
sql.productos,sql:productos:52,52,sellos-de-anden.php,https://puertasyserviciosindustriales.com/sellos-de-anden.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:sellos-de-anden.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,196989a379baaa16db7ed7b2bdb9cc87438c556a67990cb2f373119ccf66c0a7,docs/migration/product-master.csv#52,MERGE only after approval; no automatic entity deduplication.
sql.productos,sql:productos:53,53,rampas-de-anden-hidraulicas.php,https://puertasyserviciosindustriales.com/rampas-de-anden-hidraulicas.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:rampas-de-anden-hidraulicas.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,ff96da596f0ad8095c6e8665e647a5fe4df8469880b96bc403dc71f31dd013ed,docs/migration/product-master.csv#53,MERGE only after approval; no automatic entity deduplication.
sql.productos,sql:productos:54,54,cortina-plana.php,https://puertasyserviciosindustriales.com/cortina-plana.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:cortina-plana.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,bd2900de403705a7cc560deaf728f8a585f1e607f7bf426fef687cde092b64cd,docs/migration/product-master.csv#54,MERGE only after approval; no automatic entity deduplication.
sql.productos,sql:productos:55,55,cortina-europea.php,https://puertasyserviciosindustriales.com/cortina-europea.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:cortina-europea.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,b0f011002176bdce1307359f7d52c1bb31cc595ed455b118039e6c1b53e1abf6,docs/migration/product-master.csv#55,MERGE only after approval; no automatic entity deduplication.
sql.productos,sql:productos:56,56,rampas-de-anden-mecanicas.php,https://puertasyserviciosindustriales.com/rampas-de-anden-mecanicas.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:rampas-de-anden-mecanicas.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,f8cec275f5b3651c09721a7a66f0ae7819bb18397483b6762b18f9f03436e264,docs/migration/product-master.csv#56,MERGE only after approval; no automatic entity deduplication.
sql.productos,sql:productos:57,57,puertas-seccionales-de-acero-aisladas-thermospan-modelo-150.php,https://puertasyserviciosindustriales.com/puertas-seccionales-de-acero-aisladas-thermospan-modelo-150.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:puertas-seccionales-de-acero-aisladas-thermospan-modelo-150.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,1e6bb52bda309315851c62cc1a0d2acad30256075ce32d63e50bd9db3f4884c8,docs/migration/product-master.csv#57,"MERGE only after approval; no automatic entity deduplication. CONFLICT: marcas candidatas 2,3; asignacion SQL no equivale a fabricante verificado; Multiples PHP relacionados; alias_candidate_files no implica redirect aprobado"
sql.productos,sql:productos:58,58,puerta-de-acero-acanalado-modelos-524.php,https://puertasyserviciosindustriales.com/puerta-de-acero-acanalado-modelos-524.php,PRODUCT_RECORD,CPT,psi_producto,candidate:product:puerta-de-acero-acanalado-modelos-524.php,REVIEW,ARCHITECTURE_ONLY,NO,STRONG_INFERENCE,2b067d2c734fe04df89df0c8229cfee8e6996f7e6bfe3e073a29465396983781,docs/migration/product-master.csv#58,MERGE only after approval; no automatic entity deduplication. Multiples PHP relacionados; alias_candidate_files no implica redirect aprobado
